Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SACI_RS00005	76.455667330038	-0.54	0.563650656325473	-0.954392784254347	0.339884857396272	0.45040000492567
SACI_RS00010	28.3296017674779	-1.56	0.696688554329526	-2.24431439226607	0.0248121801880351	0.052769026180427
SACI_RS00015	605.711453399932	3.23	0.457379252844506	7.05577083332873	1.71646510392536e-12	2.26014926602995e-11
SACI_RS00020	22.0823941638283	2.71	1.09810799065274	2.46954289464502	0.0135285798121497	0.031712650462552
SACI_RS00025	77.1044670931403	2.81	0.674779729157823	4.15717465463627	3.22207660687729e-05	0.000140303082628581
SACI_RS00030	68.6634284058234	4.37	0.898449949219523	4.86781949943512	1.12836316521203e-06	6.45583249618195e-06
SACI_RS11965	56.3527082756343	6.08	1.43061441013045	4.25024299515461	2.13538727259554e-05	9.69733626102791e-05
SACI_RS00035	164.11382280696	4.04	0.627587324225571	6.4413011861627	1.18453541896388e-10	1.23948344980555e-09
SACI_RS00040	46.1013213592021	1.06	0.655833154455845	1.61737458365616	0.105797448624974	0.176030579574323
SACI_RS00045	180.526509354751	1.90	0.496359886684015	3.82487760735728	0.000130837069100159	0.000498703066708641
SACI_RS00050	2.03982218231096	0.86	2.23504407634129	0.383867771851575	0.701076454101984	0.777341821792369
SACI_RS00055	259.08304820391	4.86	0.639464790528687	7.60180890773459	2.92019728292111e-14	4.78356126345173e-13
SACI_RS00060	44.0307486420188	1.90	0.698721011340423	2.72222720866156	0.00648435434698537	0.0168189850734248
SACI_RS00065	54.4443848305518	3.70	0.847357473266585	4.36654743299132	1.2622588629233e-05	5.90771495028047e-05
SACI_RS00070	183.573018566964	3.69	0.574718616585813	6.42664959162184	1.30447047435197e-10	1.35468028128929e-09
SACI_RS00075	452.52509655862	4.81	0.574368224699244	8.37043773525112	5.74045883501073e-17	1.37371675773474e-15
SACI_RS00080	27.7387387885959	1.26	0.783675898023426	1.6050358774582	0.108485909301529	0.179419003844837
SACI_RS00085	22.8535281384974	0.37	0.801882426025616	0.458008404642192	0.646946403049927	0.736614191639801
SACI_RS00090	7.87248651056388	-0.19	1.17283810403178	-0.164057867810261	0.869685588957207	0.906238069220081
SACI_RS00095	10.2976718391857	-3.79	1.09003024128786	-3.47445659609418	0.000511889170966057	0.0017456245334555
SACI_RS00100	3.75542857035558	-5.55	2.08296126503796	-2.66260430112486	0.00775385352506781	0.0197214463040542
nadA	3.55053980542601	0.74	1.78851401094049	0.410986643421975	0.681082328603381	0.762546203546178
SACI_RS00110	19.6705354804654	-1.06	0.785555140511301	-1.3504535040693	0.176870558417779	0.266565047516829
SACI_RS00115	67.8438603199093	0.21	0.549386485744163	0.384399250848874	0.700682555688935	0.777218215742019
SACI_RS00120	10.1022259792296	0.31	1.14161616639238	0.271356121444704	0.786117146335718	0.848389955574861
SACI_RS00125	40.8712961557272	-2.58	0.620056522724586	-4.16607352628824	3.09890791300673e-05	0.000135583379596097
SACI_RS00130	4.04449738408581	-3.10	1.56511102704983	-1.97869900037319	0.0478499055860409	0.0904415797890004
SACI_RS00135	160.372878025823	-1.68	0.463531363579442	-3.62806140670218	0.000285557351320086	0.00101329042975338
SACI_RS00140	103.690821636015	3.26	0.643733718428974	5.07108525442527	3.95553511680394e-07	2.45171906338839e-06
