Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SACI_RS00005	468.168689227569	0.35	0.393464298731708	0.893549176327649	0.371563149526989	0.56148936720968
SACI_RS00010	63.3223552647603	-0.49	0.42214589093019	-1.16713395326775	0.243156278046964	0.4309573648215
SACI_RS00015	12453.5485697674	0.16	0.24498664583601	0.658407513090723	0.510276308965008	0.682680343450273
SACI_RS00020	249.48994087617	0.66	0.228416788278302	2.87576040584507	0.00403055527298712	0.0245214356122572
SACI_RS00025	1260.55686285285	0.76	0.159605556576078	4.76607113509515	1.87852959855427e-06	6.3136921629458e-05
SACI_RS00030	329.223358222713	3.21	0.566318882131025	5.66104025646158	1.50458123011121e-08	1.120709694645e-06
SACI_RS11965	179.735149618192	0.63	0.333031151281262	1.89949427520677	0.0574995186134142	0.162199256190962
SACI_RS00035	404.718125314663	0.43	0.152397056805772	2.82450047723588	0.00473543777636965	0.0274755084456311
SACI_RS00040	430.987299495675	0.44	0.166400450716125	2.64239413817932	0.00823221954998251	0.0413260420396208
SACI_RS00045	1230.53942180845	0.55	0.164453837883109	3.32825021999109	0.000873933340866943	0.00816461114382812
SACI_RS00050	88.2839744226457	0.46	0.247394777758808	1.86792330289987	0.0617727622485137	0.17092945055914
SACI_RS00055	668.466191331748	0.39	0.227889195378606	1.71259307205717	0.0867874287259898	0.218434843441852
SACI_RS00060	277.042067235515	-0.60	0.191604239845488	-3.13100894405662	0.00174206854871795	0.0134863508996255
SACI_RS00065	173.870015165131	0.30	0.268041131414151	1.13538988818984	0.256211994554439	0.44466011145594
SACI_RS00070	326.00465998238	-0.42	0.247050614954299	-1.70325161795215	0.0885209905937577	0.221382804062065
SACI_RS00075	182.955004898837	-0.05	0.209307507144934	-0.247419898265132	0.804583276220842	0.895591269278487
SACI_RS00080	209.403119005928	0.80	0.330491001138036	2.42269390654125	0.0154059014346396	0.0649590222070828
SACI_RS00085	753.547115173251	0.51	0.241768507547933	2.12508287228442	0.0335796984790378	0.113136490230108
SACI_RS00090	347.318778690993	0.22	0.173792905620692	1.27209727711016	0.203338558524716	0.387820807815997
SACI_RS00095	457.949905534195	-0.51	0.183740370538738	-2.79777355080289	0.00514561742688737	0.029300251298557
SACI_RS00100	28.2622806828564	0.54	0.347272570478891	1.55706854639148	0.119454211854732	0.271854506912999
nadA	1170.45746617164	0.26	0.628976747508922	0.420323163697737	0.674249390449396	0.816087536266374
SACI_RS00110	2356.54284277549	0.01	0.14260067484116	0.100863025146326	0.919659195034915	0.961623066114395
SACI_RS00115	1842.42052521868	0.36	0.165094844350218	2.17599753085614	0.0295554451875301	0.103107350552953
SACI_RS00120	188.842554361665	0.55	0.154526548058399	3.54887973775383	0.000386873727117654	0.00430285795711774
SACI_RS00125	624.543179442781	0.36	0.119421546655258	2.98574075816287	0.00282892353009904	0.0192506499974147
SACI_RS00130	156.476268058044	0.44	0.236935855229421	1.85199623098011	0.064026364130955	0.175571596896676
SACI_RS00135	1447.84633780519	-0.77	0.234849383722493	-3.26511590818303	0.0010941929144271	0.00971286356490005
SACI_RS00140	324.111819277727	0.68	0.233858356449317	2.9133633478697	0.00357558293152151	0.02265357829718
SACI_RS11510	396.735650168459	0.19	0.133564402266043	1.40871093040059	0.158920661542138	0.328571150195147
SACI_RS00145	74.4654673375098	0.40	0.297173820650343	1.34707257066786	0.177956861210884	0.35617219280842
SACI_RS11515	24.3957235630814	-0.01	0.360532157637205	-0.0245813009598118	0.98038893446581	0.991301381078654
SACI_RS00150	113.628896073786	0.08	0.238336111619331	0.319558684399642	0.749302898334347	0.862812988513897
SACI_RS00155	482.191973746233	0.49	0.1851914513811	2.66871720410132	0.0076141529213089	0.039150383304342
SACI_RS00160	394.823725028823	-0.21	0.1918018083396	-1.08220752441868	0.279160325802203	0.467500215250576
SACI_RS00165	1996.93749791646	-0.04	0.237040598593531	-0.182171100656146	0.855448451820409	0.927100249003951
SACI_RS00170	193.427530109173	-0.91	0.326949196934043	-2.76909736936481	0.00562118333556949	0.0311709884765181
SACI_RS00175	791.660557960512	1.20	0.244271172491697	4.92807226532456	8.30449035825537e-07	3.40687089049321e-05
trxA	502.905292192285	0.49	0.194859316739668	2.49092987625683	0.0127409263375156	0.0570032353671965
SACI_RS00185	234.530873881454	-0.83	0.25305304780133	-3.28989939504715	0.00100223209542964	0.00914619753312614
SACI_RS00190	290.718340944265	-0.53	0.185848678528144	-2.86602108632339	0.0041566655780914	0.0249841840229427
SACI_RS00195	864.550251648356	1.95	0.595761524323358	3.27027138138406	0.00107444352306434	0.0095830626199525
SACI_RS00200	592.933613865219	-0.15	0.139413015221653	-1.04037999955465	0.29816339003027	0.489421264397512
SACI_RS00205	7579.06796187985	-0.31	0.270733769649986	-1.14378368818592	0.252713356246859	0.440530050484721
SACI_RS00210	87.8251490264537	1.89	0.414668825320517	4.54748502436307	5.42907821343792e-06	0.000154252985115824
SACI_RS00215	1350.13262341919	0.23	0.151024470957674	1.5171253335259	0.129235043230563	0.285622918318709
SACI_RS00220	525.298202611742	0.73	0.412222214366652	1.77602224784211	0.075729250248426	0.200489734567399
SACI_RS00225	618.162315092113	0.65	0.288936580366482	2.26647981455916	0.0234220216755284	0.0881845515543117
SACI_RS00230	781.888922493656	0.42	0.337758889512388	1.25181662361431	0.210636691299987	0.395863464828723
