arCOG	Code	Product	Function
arCOG14990	S	-	Uncharacterizedprotein
arCOG14992	S	-	Uncharacterizedprotein
arCOG14993	S	-	Uncharacterizedprotein
arCOG14994	S	-	Uncharacterizedprotein
arCOG14995	S	-	Uncharacterizedprotein
arCOG14996	S	-	Uncharacterizedprotein
arCOG14997	S	-	Uncharacterizedmembraneprotein
arCOG14998	S	-	Uncharacterizedprotein
arCOG14999	S	-	Uncharacterizedprotein
arCOG15000	S	-	Uncharacterizedprotein
arCOG15001	S	-	Uncharacterizedprotein
arCOG15002	S	-	Uncharacterizedprotein
arCOG15003	S	-	Uncharacterizedmembraneprotein
arCOG15004	S	-	Uncharacterizedmembraneprotein
arCOG15005	S	-	Uncharacterizedprotein
arCOG15007	S	-	Uncharacterizedmembraneprotein
arCOG15008	S	-	Uncharacterizedprotein
arCOG15010	S	-	Uncharacterizedprotein
arCOG15011	S	-	Uncharacterizedprotein
arCOG15012	S	-	Uncharacterizedmembraneprotein
arCOG15013	S	-	Uncharacterizedprotein
arCOG15014	S	-	Uncharacterizedprotein
arCOG15015	S	-	Uncharacterizedprotein
arCOG15016	S	-	Uncharacterizedprotein
arCOG15017	S	-	Uncharacterizedprotein
arCOG15018	S	-	Uncharacterizedprotein
arCOG15019	S	-	Uncharacterizedprotein
arCOG15021	S	-	Uncharacterizedprotein
arCOG15022	S	-	Uncharacterizedmembraneprotein
arCOG15023	S	-	Uncharacterizedprotein
arCOG15024	S	-	Uncharacterizedprotein
arCOG15025	S	-	Uncharacterizedprotein
arCOG15026	S	-	Uncharacterizedprotein
arCOG15027	S	-	Uncharacterizedprotein
arCOG15029	S	-	Uncharacterizedprotein
arCOG15030	S	-	Uncharacterizedprotein
arCOG15031	S	-	Uncharacterizedmembraneprotein
arCOG15032	S	-	Uncharacterizedmembraneprotein
arCOG15033	S	-	Uncharacterizedprotein
arCOG15035	S	-	Uncharacterizedmembraneprotein
arCOG15036	S	-	Uncharacterizedprotein
arCOG15037	S	-	Uncharacterizedmembraneprotein
arCOG15038	S	-	Uncharacterizedmembraneprotein
arCOG15039	S	-	Uncharacterizedprotein
arCOG15040	S	-	Uncharacterizedprotein
arCOG15041	S	-	Uncharacterizedprotein
arCOG15042	S	-	Uncharacterizedprotein
arCOG15043	S	-	Uncharacterizedmembraneprotein
arCOG15044	S	-	Uncharacterizedmembraneprotein
arCOG15045	S	-	Uncharacterizedprotein
arCOG15046	S	-	Uncharacterizedprotein
arCOG15047	S	-	Uncharacterizedprotein
arCOG15048	S	-	Uncharacterizedprotein
arCOG15049	S	-	Uncharacterizedprotein
arCOG15050	S	-	Uncharacterizedprotein
arCOG15051	S	-	Uncharacterizedprotein
arCOG15052	S	-	Uncharacterizedprotein
arCOG15053	S	-	Uncharacterizedprotein
arCOG15054	S	-	Uncharacterizedprotein
arCOG15055	S	-	Uncharacterizedmembraneprotein
arCOG15057	S	-	Uncharacterizedprotein
arCOG15058	S	-	Uncharacterizedprotein
arCOG15059	S	-	Uncharacterizedmembraneprotein
arCOG15060	S	-	Uncharacterizedmembraneprotein
arCOG15062	S	-	Uncharacterizedmembraneprotein
arCOG15063	S	-	Uncharacterizedprotein
arCOG15064	S	-	Uncharacterizedprotein
arCOG15065	S	-	Uncharacterizedprotein
arCOG15067	S	-	Uncharacterizedmembraneprotein
arCOG15068	S	-	Uncharacterizedprotein
arCOG15069	S	-	Uncharacterizedprotein
arCOG15070	S	-	Uncharacterizedmembraneprotein
arCOG15071	S	-	Uncharacterizedprotein
arCOG15072	S	-	Uncharacterizedprotein
arCOG15073	S	-	Uncharacterizedprotein
arCOG15074	S	-	Uncharacterizedprotein
arCOG15076	S	-	Uncharacterizedprotein
arCOG15077	S	-	Uncharacterizedprotein
arCOG15078	S	-	Uncharacterizedprotein
arCOG15079	S	-	Uncharacterizedprotein
arCOG15080	S	-	Uncharacterizedmembraneprotein
arCOG15082	S	-	Uncharacterizedprotein
arCOG15083	S	-	Uncharacterizedprotein
arCOG15084	S	-	Uncharacterizedprotein
arCOG15085	S	-	Uncharacterizedprotein
arCOG15086	S	-	Uncharacterizedmembraneprotein
arCOG15087	S	-	Uncharacterizedprotein
arCOG15089	S	-	Uncharacterizedprotein
arCOG15090	S	-	Uncharacterizedprotein
arCOG15091	S	-	Uncharacterizedprotein
arCOG15092	S	-	Predictedmembraneprotein,DUF131family
arCOG15093	S	-	Uncharacterizedmembraneprotein
arCOG15094	S	-	Uncharacterizedprotein
arCOG15095	S	-	Uncharacterizedprotein
arCOG15096	S	-	Uncharacterizedprotein
arCOG15097	S	-	Uncharacterizedprotein
arCOG15098	S	-	Uncharacterizedprotein
arCOG15099	S	-	Uncharacterizedmembraneprotein
arCOG15101	S	-	Uncharacterizedprotein
arCOG15102	S	-	Uncharacterizedprotein
arCOG15105	S	-	Uncharacterizedprotein
arCOG15106	S	-	Uncharacterizedprotein
arCOG15107	S	-	Uncharacterizedmembraneprotein
arCOG15108	S	-	Uncharacterizedprotein
arCOG15109	S	-	Uncharacterizedprotein
arCOG15110	S	-	Uncharacterizedmembraneprotein
arCOG15111	S	-	Uncharacterizedmembraneprotein
arCOG15112	S	-	Uncharacterizedmembraneprotein
arCOG15113	S	-	Uncharacterizedprotein
arCOG15114	S	-	Uncharacterizedmembraneprotein
arCOG15115	S	-	Uncharacterizedprotein
arCOG15116	S	-	Uncharacterizedprotein
arCOG15117	S	-	Uncharacterizedprotein
arCOG15119	S	-	Uncharacterizedmembraneprotein
arCOG15120	S	-	Uncharacterizedprotein
arCOG15121	S	-	Uncharacterizedmembraneprotein
arCOG15122	S	-	Uncharacterizedprotein
arCOG15123	S	-	Uncharacterizedprotein
arCOG15124	S	-	Uncharacterizedmembraneprotein
arCOG15125	S	-	Uncharacterizedprotein
arCOG15127	S	-	Uncharacterizedmembraneprotein
arCOG15128	S	-	Uncharacterizedprotein
arCOG15129	S	-	Uncharacterizedmembraneprotein
arCOG15130	S	-	Uncharacterizedmembraneprotein
arCOG15131	S	-	Uncharacterizedprotein
arCOG15132	S	-	Uncharacterizedprotein
arCOG15134	S	-	Uncharacterizedprotein
arCOG15136	S	-	Uncharacterizedprotein
arCOG15137	S	-	Uncharacterizedmembraneprotein
arCOG15138	S	-	Uncharacterizedmembraneprotein
arCOG15139	S	-	Uncharacterizedprotein
arCOG15141	S	-	Uncharacterizedmembraneprotein
arCOG15142	S	-	Uncharacterizedmembraneprotein
arCOG15143	S	-	Uncharacterizedprotein
arCOG15144	S	-	Uncharacterizedprotein
arCOG15145	S	-	Uncharacterizedmembraneprotein
arCOG15146	S	-	Uncharacterizedmembraneprotein
arCOG15147	S	-	Uncharacterizedmembraneprotein
arCOG15148	S	-	Uncharacterizedmembraneprotein
arCOG15149	S	-	Uncharacterizedprotein
arCOG15150	S	-	Uncharacterizedprotein
arCOG15151	S	-	Uncharacterizedmembraneprotein
arCOG15152	S	-	Uncharacterizedmembraneprotein
arCOG15153	S	-	Uncharacterizedmembraneprotein
arCOG15154	S	-	Uncharacterizedprotein
arCOG15155	S	-	Uncharacterizedmembraneprotein
arCOG15156	S	-	Uncharacterizedprotein
arCOG15157	S	-	Uncharacterizedmembraneprotein
arCOG15158	S	-	Uncharacterizedprotein
arCOG15159	S	-	Uncharacterizedprotein
arCOG15160	S	-	Uncharacterizedprotein
arCOG15161	S	-	Uncharacterizedmembraneprotein
arCOG15162	S	-	Uncharacterizedprotein
arCOG15163	S	-	Uncharacterizedmembraneprotein
arCOG15164	S	-	Uncharacterizedprotein
arCOG15165	S	-	Uncharacterizedprotein
arCOG15166	S	-	Uncharacterizedmembraneprotein
arCOG15167	S	-	Uncharacterizedprotein
arCOG15169	S	-	Uncharacterizedprotein
arCOG15170	S	-	Uncharacterizedmembraneprotein
arCOG15171	S	-	Uncharacterizedmembraneprotein
arCOG15172	S	-	Uncharacterizedprotein
arCOG15173	S	-	Uncharacterizedprotein
arCOG15174	S	-	Uncharacterizedprotein
arCOG15175	S	-	Uncharacterizedmembraneprotein
arCOG15176	S	-	Uncharacterizedmembraneprotein
arCOG15177	S	-	Uncharacterizedprotein
arCOG15178	S	-	Uncharacterizedprotein
arCOG15180	S	-	Uncharacterizedprotein
arCOG15182	S	-	Uncharacterizedprotein
arCOG15184	S	-	Uncharacterizedprotein
arCOG15185	S	-	Uncharacterizedprotein
arCOG15186	S	-	Uncharacterizedmembraneprotein
arCOG15187	S	-	Uncharacterizedmembraneprotein
arCOG15188	S	-	Uncharacterizedprotein
arCOG15189	S	-	Uncharacterizedmembraneprotein
arCOG15190	S	-	Uncharacterizedmembraneprotein
arCOG15191	S	-	Uncharacterizedmembraneprotein
arCOG15192	S	-	Uncharacterizedprotein
arCOG15194	S	-	Uncharacterizedprotein
arCOG15195	S	-	Uncharacterizedprotein
arCOG15196	S	-	Uncharacterizedprotein
arCOG15197	S	-	Uncharacterizedprotein
arCOG15198	S	-	Uncharacterizedmembraneprotein
arCOG15199	S	-	Uncharacterizedmembraneprotein
arCOG15200	S	-	Uncharacterizedprotein
arCOG15201	S	-	Uncharacterizedmembraneprotein
arCOG15202	S	-	Uncharacterizedprotein
arCOG15204	S	-	Uncharacterizedprotein
arCOG15205	S	-	Uncharacterizedprotein
arCOG15208	S	-	Uncharacterizedprotein
arCOG15215	S	-	Uncharacterizedprotein
arCOG15216	S	-	Uncharacterizedprotein
arCOG15218	S	-	Uncharacterizedmembraneprotein
arCOG15223	S	-	Uncharacterizedprotein
arCOG15224	S	-	Uncharacterizedprotein
arCOG15226	S	-	Uncharacterizedprotein
arCOG15229	S	-	Uncharacterizedprotein
arCOG15232	S	-	Uncharacterizedprotein
arCOG15234	S	-	Uncharacterizedprotein
arCOG15236	S	-	Uncharacterizedprotein
arCOG15239	S	-	Uncharacterizedprotein
arCOG15240	S	-	Uncharacterizedprotein
arCOG15241	S	-	Uncharacterizedprotein
arCOG15242	S	-	Uncharacterizedprotein
arCOG15248	S	-	Uncharacterizedprotein
arCOG15253	S	-	Uncharacterizedprotein
arCOG15258	S	-	Uncharacterizedprotein
arCOG15264	S	-	Uncharacterizedprotein
arCOG15267	S	-	Uncharacterizedprotein
arCOG15268	S	-	Uncharacterizedmembraneprotein
arCOG15269	S	-	Uncharacterizedmembraneprotein
arCOG00257	T	Med	LipoproteinMed,regulatorofKinD/Spo0A,PBP1-ABCsuperfamily
arCOG00258	T	Med	LipoproteinMed,regulatorofKinD/Spo0A,PBP1-ABCsuperfamily
arCOG00449	T	UspA	Nucleotide-bindingprotein,UspAfamily
arCOG00450	T	UspA	Nucleotide-bindingprotein,UspAfamily
arCOG00451	T	UspA	Nucleotide-bindingprotein,UspAfamily
arCOG01142	T	CpdA	3',5'-cyclicAMPphosphodiesteraseCpdA
arCOG01143	T	ApaH	Serine/threonineproteinphosphatasePP2Afamily
arCOG01144	T	CpdA	3',5'-cyclicAMPphosphodiesteraseCpdA
arCOG01147	T	CpdA	3',5'-cyclicAMPphosphodiesteraseCpdA
arCOG01153	T	CpdA	3',5'-cyclicAMPphosphodiesteraseCpdA
arCOG01171	T	KaiC	KaiCfamilyATPaseimplicatedinsignaltransduction
arCOG01172	T	KaiC	KaiCfamilyATPaseimplicatedinsignaltransduction
arCOG01173	T	KaiC	KaiCfamilyATPaseimplicatedinsignaltransduction
arCOG01174	T	KaiC	KaiCfamilyATPaseimplicatedinsignaltransduction
arCOG01175	T	KaiC	KaiCfamilyATPaseimplicatedinsignaltransduction,inactivated
arCOG01176	T	KaiC	KaiCfamilyATPaseimplicatedinsignaltransduction
arCOG01178	T	GvpD	GvpDgasvesicleprotein,containsRecA/KaiCfamilyATPasedomain
arCOG01180	T	RIO1	Serine/threonineproteinkinaseinvolvedincellcyclecontrol
arCOG01181	T	RIO2	RIO-likeserine/threonineproteinkinasefusedtoN-terminalHTHdomain
arCOG01182	T	-	PredictedSer/Thrproteinkinase
arCOG01190	T	RIO1	Serine/threonineproteinkinaseinvolvedincellcyclecontrol
arCOG01378	T	AtaC	c-di-AMPphosphodiesteraseAtaCornucleotidepyrophosphatase,AlkPsuperfamily
arCOG01379	T	AtaC	c-di-AMPphosphodiesteraseAtaCornucleotidepyrophosphatase,AlkPsuperfamily
arCOG01693	T	KaiC	KaiCfamilyATPaseimplicatedinsignaltransductionfusedtoV4Rdomain
arCOG01694	T	-	FHAdomainandHTHdomain
arCOG02053	T	UspA	Nucleotide-bindingprotein,UspAfamily
arCOG02276	T	-	Signaltransductionregulator,containsPASandHTHdomains
arCOG02278	T	FhlA	Putativelight-andoxygen-sensingtranscriptionregulator,containsPAS,GAFandHTHdomains
arCOG02318	T	Tar	Sensoryprotein;containsPAS,HAMPandMethyl-acceptingchemotaxis-likedomain
arCOG02322	T	ResE	HAMPdomain
arCOG02327	T	-	Signaltransductionhistidinekinase,containsPASdomain
arCOG02329	T	-	SignaltransductionhistidinekinasewithPASandRECdomains
arCOG02330	T	-	Bacterio-opsinactivatorprotein(containsPAS,GAFandHTHdomains)
arCOG02331	T	-	Signaltransductionhistidinekinase
arCOG02332	T	-	Signaltransductionhistidinekinase,containsRECandPAS-likedomains
arCOG02333	T	-	Signaltransductionhistidinekinase,containsRECandPASdomains
arCOG02334	T	-	SignaltransductionhistidinekinasewithPASdomain
arCOG02335	T	-	Signaltransductionhistidinekinase,containsPASdomain
arCOG02336	T	-	SignaltransductionhistidinekinasewithPASdomain
arCOG02338	T	-	Sensoryprotein,containsPASandGAFdomains
arCOG02339	T	-	Sensoryprotein,containsPASdomain
arCOG02340	T	-	GAFandPASdomains
arCOG02341	T	-	Sensoryprotein,containsPASandGAFdomains
arCOG02342	T	-	Signaltransductionhistidinekinase,containsCacheandPASdomains
arCOG02343	T	-	Sensoryprotein,containsPASandHAMPdomains
arCOG02346	T	-	PAS/PACdomaincontainingprotein
arCOG02347	T	-	PASdomain
arCOG02348	T	-	Signaltransductionhistidinekinase,containsPASdomain
arCOG02349	T	-	Signaltransductionhistidinekinase,containsPASdomains
arCOG02350	T	-	PASdomain
arCOG02351	T	-	PASdomain
arCOG02352	T	-	SignaltransductionhistidinekinasewithPASandPocRsensorydomains
arCOG02353	T	-	Signaltransductionhistidinekinase,containsPASdomain
arCOG02354	T	-	GAFandPASdomains
arCOG02356	T	-	GAFdomain
arCOG02357	T	FhlA	GAFdomain
arCOG02358	T	-	SignaltransductionhistidinekinaseandHAMPdomain
arCOG02359	T	-	GAFandPASdomains
arCOG02360	T	-	Signaltransductionhistidinekinase,containsGAFandPASdomains
arCOG02361	T	-	Signaltransductionhistidinekinase,containsGAFandPASdomains
arCOG02363	T	-	CacheandHAMPdomains
arCOG02364	T	-	Signaltransductionhistidinekinase,containsPASdomain
arCOG02365	T	-	SignaltransductionhistidinekinasewithPASdomain
arCOG02366	T	-	SignaltransductionhistidinekinasewithPASdomain
arCOG02367	T	-	Signaltransductionhistidinekinase,containsPASdomains
arCOG02369	T	-	Signaltransductionhistidinekinase
arCOG02374	T	-	Signaltransductionhistidinekinase,containsPASdomains
arCOG02376	T	-	Signaltransductionhistidinekinase,containsRECandPASdomains
arCOG02377	T	-	Signaltransductionhistidinekinase,containsPASdomains
arCOG02378	T	-	Signaltransductionhistidinekinase,containsRECdomain
arCOG02383	T	CheY	Recdomain
arCOG02384	T	-	RECandPASdomains
arCOG02385	T	CheY	Recdomain
arCOG02386	T	-	RECdomain
arCOG02387	T	CheY	Signaltransductionregulator,containsRecandHTHdomains
arCOG02388	T	-	RECdomain
arCOG02389	T	CheY	Recdomain
arCOG02391	T	CheY	Recdomain
arCOG02392	T	CheY	Recdomain
arCOG02393	T	CheY	Recdomain
arCOG02453	T	-	KaiCfamilyATPase,possiblyinactivated
arCOG02589	T	CheY	Recdomain
arCOG02590	T	CheY	Recdomain
arCOG02591	T	CheY	Recdomain
arCOG02592	T	CheY	RecdomainfusedtoV4Rdomain
arCOG02594	T	CheY	Recdomain
arCOG02595	T	OmpR	RECdomain
arCOG02597	T	CheY	Recdomain
arCOG02598	T	OmpR	RECdomaincontainingprotein
arCOG02599	T	CheY	Recdomain
arCOG02600	T	CheY	Signaltransductionregulator,containsRecandHTHdomains
arCOG02601	T	HalX	RecdomainfusedtoHalXdomain
arCOG02838	T	-	FIST_Ndomaincontainingprotein
arCOG02891	T	PrkA	PredictedSer/Thrproteinkinase
arCOG02892	T	PrkA	PredictedSer/Thrproteinkinase
arCOG02909	T	-	Predictedsensorprotein,containsDICTdomain
arCOG02910	T	-	Predictedsensorprotein,containsDICTdomain
arCOG02967	T	-	NACHTfamilyNTPasefusedtoHEATrepeatsdomain
arCOG02985	T	-	ProteaseprsWfamily,M79MEROPSfamily
arCOG03007	T	-	Sensoryprotein;Cachedomain
arCOG03050	T	UspA	Nucleotide-bindingprotein,UspAfamily
arCOG03051	T	UspA	Nucleotide-bindingprotein,UspAfamily
arCOG03085	T	-	Histidinekinase,HisKA_3family
arCOG03200	T	BltR2	Transcriptionalregulator,effector-bindingdomain/component
arCOG03413	T	CDC14	Protein-tyrosinephosphatase
arCOG03517	T	-	Formylglycine-generatingsulfataseenzyme
arCOG03567	T	-	MEDSsensorydomain,inactivedKaiC-likeATPase
arCOG03591	T	SrkA	Ser/ThrproteinkinaseRdoAinvolvedinCpxstressresponse,MazFantagonist
arCOG03644	T	-	CHASEdomain,extracellulardomaininvolvedinsignaltransduction
arCOG03682	T	SPS1	Membraneassociatedserine/threonineproteinkinase
arCOG03789	T	-	InactivatedKaiC-likeATPase,DUF835family
arCOG03791	T	-	InactivatedKaiC-likeATPase,DUF835family
arCOG03792	T	-	InactivatedKaiC-likeATPase,DUF835family
arCOG03793	T	-	InactivatedKaiC-likeATPase,DUF835family
arCOG03795	T	-	MembraneassociatedinactivatedKaiC-likeATPase,DUF835family
arCOG03796	T	-	InactivatedKaiC-likeATPase,DUF835family
arCOG03797	T	-	MembraneassociatedinactivatedKaiC-likeATPase,DUF835family
arCOG03799	T	-	MembraneassociatedinactivatedKaiC-likeATPase,DUF835family
arCOG03803	T	-	MembraneassociatedinactivatedKaiC-likeATPase,DUF835family
arCOG03804	T	-	MembraneassociatedinactivatedKaiC-likeATPase,DUF835family
arCOG03805	T	-	MembraneassociatedinactivatedKaiC-likeATPase,DUF835family
arCOG04001	T	-	PASdomain
arCOG04078	T	-	Globin-likedomain
arCOG04325	T	PhoH	Phosphatestarvation-inducibleproteinPhoH,predictedATPase
arCOG04404	T	-	CellfateregulatorYlbF,YheA/YmcA/DUF963family(controlssporulation,competence,biofilmdevelopment)
arCOG04425	T	Wzb	Protein-tyrosine-phosphatase
arCOG04434	T	TspO	Tryptophan-richsensoryprotein
arCOG04446	T	-	CHASEandHAMPdomains
arCOG04453	T	DisA_N	Diadenylatecyclase(c-di-AMPsynthetase),DisA_Ndomain
arCOG04780	T	UspA	Nucleotide-bindingprotein,UspAfamily
arCOG04802	T	UspA	Nucleotide-bindingprotein,UspAfamily
arCOG04809	T	-	Signaltransductionhistidinekinase
arCOG04820	T	-	SOULheme-bindingprotein
arCOG04941	T	-	ACTdomain-containingprotein
arCOG04967	T	-	PII-likesignalingprotein
arCOG05183	T	-	Signaltransductionhistidinekinase,containsPocR-likeandPASdomains
arCOG05197	T	-	PASTAdomain,bindsbeta-lactams
arCOG05233	T	ACT-7	ACTdomain,ACT-7family
arCOG05274	T	-	Signaltransductionhistidinekinase
arCOG05302	T	PTC1	Serine/threonineproteinphosphatase
arCOG05332	T	-	FHAdomaincontainingprotein
arCOG05374	T	-	GAFdomain-containingprotein
arCOG05482	T	KaiC	KaiCfamilyATPaseimplicatedinsignaltransduction
arCOG05586	T	-	ACTdomain-containingprotein
arCOG06074	T	HprK	SerinekinaseoftheHPrprotein,regulatescarbohydratemetabolism
arCOG06131	T	-	PASdomain
arCOG06192	T	-	Signaltransductionhistidinekinase,containsPASdomain
arCOG06193	T	-	SignaltransductionhistidinekinaseandPASdomains
arCOG06194	T	-	GAFandPASdomains
arCOG06219	T	-	Signaltransductionhistidinekinase
arCOG06235	T	UspA	Nucleotide-bindingprotein,UspAfamily
arCOG06253	T	-	Sensorydomain
arCOG06315	T	CheY	Recdomain
arCOG06363	T	FhlA	Signaltransductionprotein,GAFandRECdomains
arCOG06381	T	-	Signaltransductionhistidinekinase
arCOG06388	T	UspA	Nucleotide-bindingprotein,UspAfamily
arCOG06408	T	-	Signaltransductionhistidinekinase,containsPASdomain
arCOG06441	T	UspA	Nucleotide-bindingprotein,UspAfamily
arCOG06515	T	-	Signaltransductionhistidinekinase
arCOG06516	T	-	Sensorydomain
arCOG06536	T	-	Sensoryprotein,containsRECandPASdomain
arCOG06537	T	CheY	RecandPASdomains
arCOG06538	T	-	Signaltransductionhistidinekinase
arCOG06712	T	-	Sensoryprotein,containsPASdomain
arCOG06721	T	-	PocR-likeandPASdomains
arCOG06737	T	-	PASdomain
arCOG06796	T	-	Signaltransductionhistidinekinase
arCOG06801	T	SrkA	Ser/ThrproteinkinaseRdoAinvolvedinCpxstressresponse,MazFantagonist
arCOG06891	T	SpoIIAA	Anti-anti-sigmaregulatoryfactor(antagonistofanti-sigmafactor)
arCOG06892	T	RsbW	Anti-sigmaregulatoryfactor(Ser/Thrproteinkinase)
arCOG06893	T	RsbU	SerinephosphataseRsbU,regulatorofsigmasubunit
arCOG06918	T	-	PAS/PACdomaincontainingprotein
arCOG06919	T	CheY	PASdomain
arCOG06940	T	-	Signaltransductionhistidinekinaseassociatemembranedomain
arCOG07118	T	-	InactivatedRecA-superfamilyATPase
arCOG07377	T	SPS1	Serine/threonineproteinkinase
arCOG07443	T	-	Signaltransductionhistidinekinase(ATPasedomain)
arCOG07602	T	-	Histidinekinase-likeATPase
arCOG07605	T	-	Signaltransductionhistidinekinase,containsRECdomain
arCOG07612	T	KaiB	CircadianclockproteinKaiB,thioredoxinsuperfamily
arCOG07619	T	-	Signaltransductionhistidinekinase
arCOG07810	T	CyaA	Adenylatecyclase,family3
arCOG07855	T	CpdA	3',5'-cyclicAMPphosphodiesteraseCpdA
arCOG08229	T	-	Extracellularligand-bindingsensordomain
arCOG08870	T	-	RECdomain
arCOG08943	T	DhaM	PhosphotransferasesubunitDhaMofthedihydroxyacetonekinaseDhaKLMcomplex,containsPTS-EIIA,HPr,andPEP-utilizingdomains
arCOG09107	T	-	Uncharacterizedmembranedomainoftenfusedtosignaltransductionhistidinekinase
arCOG09390	T	-	TheSTAS(SulphateTransporterandAnti-Sigmafactorantagonist)domain
arCOG09391	T	RsbW	Anti-sigmaregulatoryfactor(Ser/Thrproteinkinase)
arCOG09392	T	RsbU	SerinephosphataseRsbU,regulatorofsigmasubunit
arCOG09455	T	-	PASdomainandmetal-bindingdomain
arCOG09467	T	CpdA	3',5'-cyclicAMPphosphodiesteraseCpdA
arCOG09477	T	PTC1	Serine/threonineproteinphosphatase
arCOG09681	T	-	Globinsensordomain
arCOG09731	T	AtaC	c-di-AMPphosphodiesteraseAtaCornucleotidepyrophosphatase,AlkPsuperfamily
arCOG10074	T	-	ProteaseprsWfamily,M79MEROPSfamily
arCOG10223	T	-	FIST_Ndomaincontainingprotein
arCOG10526	T	-	Membraneassociatedsignaltransductionhistidinekinase
arCOG11286	T	-	PII-likesignalingprotein
arCOG11548	T	CyaA	Adenylatecyclase,family3
arCOG11872	T	-	Sensoryrhodopsintransducer
arCOG12319	T	-	TfoXC-terminaldomain,involvedincompentenceregulation
arCOG13485	T	-	Sensoryrhodopsintransducer
arCOG15020	T	-	TfoXN-terminaldomain,involvedincompentenceregulation
arCOG00362	U	Srp102	Signalrecognitionparticlereceptorsubunitbeta,aGTPase
arCOG01217	U	SEC65	Signalrecognitionparticle19kDaprotein
arCOG01228	U	Ffh	SignalrecognitionparticleGTPase
arCOG01740	U	LepB	SignalpeptidaseI
arCOG01919	U	TatC	Sec-independentproteinsecretionpathwaycomponentTatC
arCOG01997	U	MarC	Multipleantibiotictransporter
arCOG02673	U	-	OxaA/SpoJ/YidCtranslocase/secretase,sec-independentitegrationofnascentmemraneproteinsintomembrane
arCOG02694	U	TatA	Sec-independentproteinsecretionpathwaycomponent
arCOG03009	U	ComEC_2	DNAuptakechannelproteinComECC-terminaldomain,metallo-beta-lactamasesuperfamily
arCOG03054	U	SecF	PreproteintranslocasesubunitSecF
arCOG03055	U	SecD	PreproteintranslocasesubunitSecD
arCOG03209	U	TolQ	Biopolymertransportprotein
arCOG03382	U	TolB	PeriplasmiccomponentoftheTolbiopolymertransportsystem
arCOG03383	U	TolB	PeriplasmiccomponentoftheTolbiopolymertransportsystem
arCOG04034	U	VirB4	TypeIVsecretorypathway,VirB4component
arCOG04035	U	VirB4	TypeIVsecretorypathway,VirB4component
arCOG04471	U	ArtA	Exosortase
arCOG04736	U	TatC	Sec-independentproteinsecretionpathwaycomponentTatC
arCOG04816	U	-	TraG/TraD/VirD4familyenzyme,ATPase
arCOG05240	U	Hia	Autotransporteradhesin
arCOG05517	U	SecB	PreproteintranslocasesubunitSecB
arCOG05911	U	TatA	Sec-independentproteinsecretionpathwaycomponent
arCOG06483	U	ExbD	BiopolymertransportproteinExbD
arCOG06532	U	-	Exosortase
arCOG07287	U	-	OxaA/SpoJ/YidCtranslocase/secretase,sec-independentitegrationofnascentmemraneproteinsintomembrane
arCOG07496	U	VirB4	TypeIVsecretorypathway,VirB4component
arCOG07767	U	-	TrbL-likeconjugativetransfermembraneprotein,implicatedinsecretionofpolymorphictoxins
arCOG08669	U	EpsH	Exosortase
arCOG08873	U	-	OxaA/SpoJ/YidCtranslocase/secretase,sec-independentitegrationofnascentmemraneproteinsintomembrane
arCOG09715	U	-	Signalpeptidase,S24family
arCOG11909	U	-	Exosortase
arCOG14730	U	-	TrbL-likeconjugativetransfermembraneprotein,implicatedinsecretionofpolymorphictoxins
arCOG00127	V	-	CARFdomaincontainingprotein,fusedtoHTHandHEPNdomains
arCOG00189	V	CcmA	ABC-typemultidrugtransportsystem,ATPasecomponent
arCOG00194	V	CcmA	ABC-typemultidrugtransportsystem,ATPasecomponent
arCOG00196	V	CcmA	ABC-typemultidrugtransportsystem,ATPasecomponent
arCOG00207	V	CcmA	ABC-typemultidrugtransportsystem,ATPasecomponent
arCOG00208	V	CcmA	ABC-typemultidrugtransportsystem,ATPasecomponent
arCOG00512	V	NimA	NitroimidazolreductaseNimAorarelatedFMN-containingflavoprotein,pyridoxamine5'-phosphateoxidasesuperfamily
arCOG00513	V	NimA	NitroimidazolreductaseNimAorarelatedFMN-containingflavoprotein,pyridoxamine5'-phosphateoxidasesuperfamily
arCOG00514	V	NimA	NitroimidazolreductaseNimAorarelatedFMN-containingflavoprotein,pyridoxamine5'-phosphateoxidasesuperfamily
arCOG00516	V	NimA	NitroimidazolreductaseNimAorarelatedFMN-containingflavoprotein,pyridoxamine5'-phosphateoxidasesuperfamily
arCOG00520	V	NimA	NitroimidazolreductaseNimAorarelatedFMN-containingflavoprotein,pyridoxamine5'-phosphateoxidasesuperfamily
arCOG00525	V	NimA	NitroimidazolreductaseNimAorarelatedFMN-containingflavoprotein,pyridoxamine5'-phosphateoxidasesuperfamily
arCOG00526	V	NimA	NitroimidazolreductaseNimAorarelatedFMN-containingflavoprotein,pyridoxamine5'-phosphateoxidasesuperfamily
arCOG00702	V	AprE	Predictedmultidomaintoxin,containspeptidaseS8domain,deliverymoduleandRnaseAdomain
arCOG00710	V	-	PINdomaincontainingprotein
arCOG00711	V	-	PINdomaincontainingprotein
arCOG00713	V	-	PINdomaincontainingprotein
arCOG00715	V	-	PINdomaincontainingprotein
arCOG00716	V	-	PINdomaincontainingprotein
arCOG00717	V	-	PINdomaincontainingprotein
arCOG00719	V	-	PINdomaincontainingprotein
arCOG00720	V	-	PINdomaincontainingprotein
arCOG00722	V	-	Predictedantitoxin,containsHTHdomain
