arCOG	Code	Product	Function
arCOG01706	C	AceF	Pyruvate/2-oxoglutaratedehydrogenasecomplex,dihydrolipoamideacyltransferase(E2)componentorrelatedenzyme
arCOG01671	H	UbiD	3-polyprenyl-4-hydroxybenzoatedecarboxylaseortrans-anhydromevalonatedecarboxylase
arCOG01697	C	AcnA	AconitaseA
arCOG01674	C	AcyP	Acylphosphatase
arCOG01926	C	CoxM	Aerobic-typecarbonmonoxidedehydrogenase,middlesubunitCoxM/CutMhomolog
arCOG01925	C	CoxS	Aerobic-typecarbonmonoxidedehydrogenase,smallsubunitCoxS/CutShomolog
arCOG05375	C	-	ArchaealsuccinatedehydrogenasesubunitD
arCOG00868	C	NtpA	Archaeal/vacuolar-typeH+-ATPasesubunitA
arCOG00865	C	NtpB	Archaeal/vacuolar-typeH+-ATPasesubunitB
arCOG02459	C	NtpC	Archaeal/vacuolar-typeH+-ATPasesubunitC
arCOG04101	C	NtpD	Archaeal/vacuolar-typeH+-ATPasesubunitD
arCOG00869	C	NtpE	Archaeal/vacuolar-typeH+-ATPasesubunitE
arCOG04102	C	NtpG	Archaeal/vacuolar-typeH+-ATPasesubunitF
arCOG04138	C	NtpI	Archaeal/vacuolar-typeH+-ATPasesubunitI
arCOG02455	C	AtpK	Archaeal/vacuolar-typeNa+/H+-ATPase,subunitK
arCOG01617	C	Tas	Aryl-alcoholdehydrogenaserelatedenzyme
arCOG04237	C	GltA	Citratesynthase
arCOG00448	C	FixA	Electrontransferflavoprotein,alphaandbetasubunits
arCOG01554	C	NuoB	F420H2dehydrogenasesubunit,relatedtoNADH:ubiquinoneoxidoreductase20kDsubunit
arCOG04548	C	-	Ferredoxin
arCOG01984	C	FixX	Ferredoxin-likeprotein
arCOG01749	C	FumC	Fumarase
arCOG01711	C	Ppa	Inorganicpyrophosphatase
arCOG01164	C	Icd	Isocitratedehydrogenase
arCOG00246	C	Mdh	Malate/lactatedehydrogenase
arCOG01539	C	NuoL	NADHdehydrogenasesubunitL
arCOG03073	C	NuoK	NADHdehydrogenasesubunit4L(K,kappa)
arCOG01557	C	NuoA	NADHdehydrogenasesubunitA
arCOG01551	C	NuoC	NADHdehydrogenasesubunitC
arCOG01548	C	NuoD	NADHdehydrogenasesubunitD
arCOG01546	C	NuoH	NADHdehydrogenasesubunitH
arCOG01543	C	NuoI	NADHdehydrogenasesubunitI
arCOG04654	C	NuoJ	NADHdehydrogenasesubunitJ
arCOG01540	C	NuoN	NADHdehydrogenasesubunitN
arCOG05990	C	Qor	NADPH:quinonereductaseorrelatedZn-dependentoxidoreductase
arCOG00062	C	YafV	Omega-amidaseYafV/Nit2,hydrolyzesa-ketoglutaramate
arCOG04329	C	-	Predictedbutyratekinase
arCOG01068	C	Lpd	Pyruvate/2-oxoglutaratedehydrogenasecomplex,dihydrolipoamidedehydrogenase(E3)componentorrelatedenzyme
arCOG01054	C	AcoA	Pyruvate/2-oxoglutarate/acetoindehydrogenasecomplex,dehydrogenase(E1)component,eukaryotictype,alphasubunit
arCOG01606	C	PorA	Pyruvate:ferredoxinoxidoreductaseorrelated2-oxoacid:ferredoxinoxidoreductase,alphasubunitandgamma
arCOG01357	C	-	RadicalSAMsuperfamilyenzyme
arCOG00338	C	SdhC	SuccinatedehydrogenasesubunitC
arCOG00962	C	FrdB	Succinatedehydrogenase/fumaratereductase,Fe-Sproteinsubunit
arCOG00571	C	SdhA	Succinatedehydrogenase/fumaratereductase,flavoproteinsubunit
arCOG01339	C	SucD	Succinyl-CoAsynthetase,alphasubunit
arCOG01337	C	SucC	Succinyl-CoAsynthetase,betasubunit
arCOG04054	D	-	ArchaealdivisionproteinCdvA,acomponentofESCRTdivisionandmembraneremodellingsystem
arCOG00453	D	ESCRTIII	ArchaealdivisionproteinCdvB,Snf7/Vps24/ESCRT-IIIfamily
arCOG00452	D	ESCRTIII	ArchaealdivisionproteinCdvB,Snf7/Vps24/ESCRT-IIIfamily
arCOG01307	D	Vps4	CelldivisionATPaseoftheAAA+class,ESCRTsystemcomponent
arCOG02097	E	AroD	3-dehydroquinatedehydratase
arCOG01049	E	AroA	3-deoxy-D-arabino-heptulosonate7-phosphate(DAHP)synthase
arCOG05937	E	IlvB	Acetolactatesynthaselargesubunitorotherthiaminepyrophosphate-requiringenzyme
arCOG03652	E	PotE	Aminoacidtransporter
arCOG00458	E	-	Archaemetzincinfamilyprotease
arCOG01700	E	SpeB	Arginasefamilyenzyme
arCOG01748	E	ArgH	Argininosuccinatelyase
arCOG00112	E	ArgG	Argininosuccinatesynthase
arCOG01594	E	CarB	Carbamoylphosphatesynthaselargesubunit
arCOG00064	E	CarA	Carbamoylphosphatesynthasesmallsubunit
arCOG01430	E	CysK	Cysteinesynthase
arCOG01909	E	GlnA	Glutaminesynthetase
arCOG00759	E	DadA	Glycine/D-aminoacidoxidase(deaminating)
arCOG01924	E	AnsB	L-asparaginase/archaealGlu-tRNAGlnamidotransferasesubunitD
arCOG01588	E	LysW	LysinebiosynthesisproteinLysW
arCOG01877	E	MetE	MethioninesynthaseII(cobalamin-independent)
arCOG00914	E	ArgD	Ornithine/acetylornithineaminotransferase
arCOG00279	E	SpeD	S-adenosylmethioninedecarboxylase/argininedecarboxylase
arCOG00643	E	SelD	Selenophosphatesynthase
arCOG00050	E	SpeE	Spermidinesynthase
arCOG04172	EM	DapA	4-hydroxy-tetrahydrodipicolinatesynthase/N-acetylneuraminatelyase
arCOG00302	F	YciV	5'-3'exoribonucleaseTrpH/YciV(RNaseAM),containsPHPdomain
arCOG04346	F	-	5-formaminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl5'-monophosphatesynthetase(purinebiosynthesis)
arCOG01747	F	PurB	Adenylosuccinatelyase
arCOG01039	F	AdkA	Archaealadenylatekinase
arCOG00063	F	PyrG	CTPsynthase(UTP-ammonialyase)
arCOG01037	F	Cmk	Cytidylatekinase
arCOG00087	F	GuaA	GMPsynthase-Glutamineamidotransferasedomain
arCOG04313	F	Ndk	Nucleosidediphosphatekinase
arCOG01597	F	PurK	Phosphoribosylaminoimidazolecarboxylase(NCAIRsynthetase)
arCOG02464	F	PurE	Phosphoribosylcarboxyaminoimidazole(NCAIR)mutase
arCOG00067	F	PrsA	Phosphoribosylpyrophosphatesynthetase
arCOG04276	F	NrdA	Ribonucleotidereductase,alphasubunit
arCOG01891	F	Tmk	Thymidylatekinase
arCOG01883	F	THY1	Thymidylatesynthase
arCOG00858	F	PyrH	Uridylatekinase
arCOG00053	G	SgbH	3-hexulose-6-phosphatesynthaseorrelatedprotein
arCOG04180	G	-	Bifunctionalfructose-1,6-bisphosphatealdolase/phosphataseFBPA/FBPase
arCOG00068	G	GutQ	D-arabinose5-phosphateisomeraseGutQ
arCOG00052	G	Pgi	Glucose-6-phosphateisomerase
arCOG00767	G	{ManB}	Phosphomannomutase
arCOG01122	G	RpiA	Ribose5-phosphateisomerase
arCOG01051	G	TktA2	Transketolase,C-terminalsubunit
arCOG01053	G	TktA1	Transketolase,N-terminalsubunit
arCOG00654	H	MqnD	1,4-dihydroxy-6-naphtoatesynthase(menaquinonebiosynthesis,futalosinepathway)
arCOG00476	H	UbiA	4-hydroxybenzoatepolyprenyltransferaseorrelatedprenyltransferase
arCOG00477	H	UbiA	4-hydroxybenzoatepolyprenyltransferaseorrelatedprenyltransferase
arCOG04303	H	FolK	6-hydroxymethyl-7,8-dihydropterinpyrophosphokinaseMptE(tetrahydrofolateandtetrahydromethanopterinbiosynthesis)
arCOG02172	H	QueD	6-pyruvoyl-tetrahydropterinsynthase
arCOG01678	H	MetK	ArchaealS-adenosylmethioninesynthetase
arCOG00933	H	MoaA2	C-terminaldomainoftheGTP3',8'-cyclaseMoaA,radicalSAMsuperfamily(molybdenumcofactorbiosynthesis)
arCOG04300	H	HemB	Delta-aminolevulinicaciddehydratase
arCOG01703	H	UbiX	FlavinprenyltransferaseUbiX
arCOG00613	H	LldD/Idi	FMN-dependentdehydrogenase,includesL-lactatedehydrogenaseandtypeIIisopentenyldiphosphateisomerase
arCOG01727	H	IspA	Geranylgeranylpyrophosphatesynthase
arCOG01726	H	IspA	Geranylgeranylpyrophosphatesynthase
arCOG01036	H	HemA	Glutamyl-tRNAreductase
arCOG01589	H	RimK	Glutathionesynthase/glutaminyltransferase/alpha-L-glutamateligase
arCOG00930	H	MoaA	GTP3',8-cyclase(molybdenumcofactorbiosynthesisproteinMoaA)
arCOG00020	H	ThiD	Hydroxymethylpyrimidine/phosphomethylpyrimidinekinase
arCOG00040	H	Hpt1	Hypoxanthinephosphoribosyltransferase
arCOG00534	H	MoaE	Molybdopterinconvertingfactor,largesubunit
arCOG01348	H	nadF	NADkinase
arCOG00972	H	NadR	Nicotinamidemononucleotideadenylyltransferase
arCOG01481	H	PncB	Nicotinicacidphosphoribosyltransferase
arCOG04262	H	-	Phosphopantothenatesynthetase
arCOG01704	H	Dfp	Phosphopantothenoylcysteinesynthetase/decarboxylase
arCOG00638	H	ThiL	Thiaminemonophosphatekinase
arCOG00021	H	ThiN	Thiamine-phosphatesynthaseandthiaminbiosynthesisregulatorThiR
arCOG00644	H	CysG	Uroporphyrinogen-IIImethylase
arCOG01085	I	PcrB	(S)-3-O-geranylgeranylglycerylphosphatesynthase,TIM-barrelfold
arCOG01278	I	PaaJ	Acetyl-CoAacetyltransferase
arCOG04106	I	CdsA/CarS	CDP-archaeolsynthetase
arCOG00570	I	-	Geranylgeranylreductase,flavoprotein
arCOG04260	I	HMG1	Hydroxymethylglutaryl-CoAreductase
arCOG02937	I	MVD1	Mevalonatepyrophosphatedecarboxylase
arCOG04213	I	INO1	Myo-inositol-1-phosphatesynthase
arCOG04351	I	-	Predictedmembraneassociatedlipidhydrolase,neutralceramidasesuperfamily
arCOG01260	I	FabG	Short-chainalcoholdehydrogenase
arCOG01358	J	MiaB	2-methylthioadeninesynthetase
arCOG01255	J	AlaS	Alanyl-tRNAsynthetase
arCOG01719	J	GatE	ArchaealGlu-tRNAGlnamidotransferasesubunitE(containsGADdomain)
arCOG04055	J	-	Archease,SHS2domaincontainingproteininvolvedinactivationoftRNAligaseRtcB
arCOG00487	J	ArgS	Arginyl-tRNAsynthetase
arCOG00406	J	AsnS	Aspartyl/asparaginyl-tRNAsynthetase
arCOG01717	J	GatA	Asp-tRNAAsn/Glu-tRNAGlnamidotransferaseAsubunitorrelatedamidase
arCOG01718	J	GatB	Asp-tRNAAsn/Glu-tRNAGlnamidotransferaseBsubunit
arCOG02726	J	GatC	Asp-tRNAAsn/Glu-tRNAGlnamidotransferaseCsubunit
arCOG00486	J	CysS	Cysteinyl-tRNAsynthetase
arCOG00721	J	Nob1	EndonucleaseNob1,consistsofaPINdomainandaZn-ribbonmodule
arCOG00676	J	Csl4	ExosomecomplexRNA-bindingproteinCsl4,containsS1andZn-ribbondomains
arCOG01574	J	Rrp42	ExosomecomplexRNA-bindingproteinRrp42,RNasePHsuperfamily
arCOG01042	J	-	Exosomesubunit,RNAbindingproteinwithdsRBDfold
arCOG00078	J	NOP1	Fibrillarin-likerRNAmethylase
arCOG04302	J	GlnS	Glutamyl-orglutaminyl-tRNAsynthetase
arCOG00405	J	GRS1	Glycyl-tRNAsynthetase(classII)
arCOG00404	J	HisS	Histidyl-tRNAsynthetase
arCOG00807	J	IleS	Isoleucyl-tRNAsynthetase
arCOG00809	J	LeuS	Leucyl-tRNAsynthetase
arCOG00408	J	LysU	Lysyl-tRNAsynthetase(classII)
arCOG01001	J	Map	Methionineaminopeptidase
arCOG00810	J	MetG	Methionyl-tRNAsynthetase
arCOG01742	J	eRF1	PeptidechainreleasefactoreRF1
arCOG04228	J	Pth2	Peptidyl-tRNAhydrolase
arCOG00410	J	PheS	Phenylalanyl-tRNAsynthetasealphasubunit
arCOG00412	J	PheT	Phenylalanyl-tRNAsynthetasebetasubunit
arCOG00402	J	ProS	Prolyl-tRNAsynthetase
arCOG00987	J	TruB	Pseudouridinesynthase
arCOG00995	J	-	QueuinetRNA-ribosyltransferaserelatedprotein
arCOG00996	J	Tgt	Queuine/archaeosinetRNA-ribosyltransferase
arCOG01575	J	Rph/Rrp41	RibonucleasePH
arCOG00501	J	Rnz	RibonucleaseZ,beta-lactamasesuperfamilyhydrolase
arCOG04289	J	RplA	RibosomalproteinL1
arCOG04288	J	RplJ	RibosomalproteinL10
arCOG04113	J	RplP	RibosomalproteinL10AE/L16
arCOG04372	J	RplK	RibosomalproteinL11
arCOG04287	J	RPP1A	RibosomalproteinL12E/L44/L45/RPP1/RPP2
arCOG04242	J	RplM	RibosomalproteinL13
arCOG04095	J	RplN	RibosomalproteinL14
arCOG04088	J	RplR	RibosomalproteinL18
arCOG00780	J	RPL18A	RibosomalproteinL18E
arCOG04089	J	RPL19A	RibosomalproteinL19E
arCOG04067	J	RplB	RibosomalproteinL2
arCOG04175	J	RPL20A	RibosomalproteinL20A(L18A)
arCOG04129	J	RPL21A	RibosomalproteinL21E
arCOG04098	J	RplV	RibosomalproteinL22
arCOG04072	J	RplW	RibosomalproteinL23
arCOG04094	J	RplX	RibosomalproteinL24
arCOG04070	J	RplC	RibosomalproteinL3
arCOG01752	J	RPL30	RibosomalproteinL30E
arCOG00781	J	RPL32	RibosomalproteinL32E
arCOG04168	J	RPL34A	RibosomalproteinL34E
arCOG04208	J	RPL43A	RibosomalproteinL37AE/L43A
arCOG04126	J	RPL37A	RibosomalproteinL37E
arCOG04071	J	RplD	RibosomalproteinL4
arCOG04109	J	RPL42A	RibosomalproteinL44E
arCOG04092	J	RplE	RibosomalproteinL5
arCOG04090	J	RplF	RibosomalproteinL6P
arCOG01751	J	Rpl7Ae	RibosomalproteinL7AE
arCOG01758	J	RpsJ	RibosomalproteinS10
arCOG04240	J	RpsK	RibosomalproteinS11
arCOG04255	J	RpsL	RibosomalproteinS12
arCOG01722	J	RpsM	RibosomalproteinS13
arCOG00782	J	RpsN	RibosomalproteinS14
arCOG04096	J	RpsQ	RibosomalproteinS17
arCOG01885	J	RPS17A	RibosomalproteinS17E
arCOG04099	J	RpsS	RibosomalproteinS19
arCOG01344	J	RPS19A	RibosomalproteinS19E(S16A)
arCOG04245	J	RpsB	RibosomalproteinS2
arCOG04183	J	RPS27AE	RibosomalproteinS27AE
arCOG04293	J	RPS30	RibosomalproteinS30
arCOG04186	J	RPS1A	RibosomalproteinS3AE
arCOG04239	J	RpsD	RibosomalproteinS4orrelatedprotein
arCOG04093	J	RPS4A	RibosomalproteinS4E
arCOG04087	J	RpsE	RibosomalproteinS5
arCOG01946	J	RPS6A	RibosomalproteinS6E/S10
arCOG04254	J	RpsG	RibosomalproteinS7
arCOG04091	J	RpsH	RibosomalproteinS8
arCOG04243	J	RpsI	RibosomalproteinS9
arCOG04246	J	RtcB	RNA3'-Pligase,RtcBfamilyprotein
arCOG02466	J	GAR1	RNA-bindingproteininvolvedinrRNAprocessing
arCOG04345	J	RPR2	RNasePsubunitRPR2
arCOG00784	J	POP4	RNaseP/RNaseMRPsubunitp29
arCOG00307	J	RPP1	RNaseP/RNaseMRPsubunitp30
arCOG01365	J	POP5	RNaseP/RNaseMRPsubunitPOP5
arCOG00403	J	SerS	Seryl-tRNAsynthetase
arCOG04414	J	Pcc1	SubunitofKEOPScomplex(Cgi121BUD32KAE1)
arCOG01354	J	Pcc1	SubunitofKEOPScomplex(Cgi121BUD32KAE1)
arCOG01183	J	Kae1p/TsaD	SubunitofKEOPScomplex,tRNAA37threonylcarbamoyltransferase,containsadomainwithASKHAfoldandRIO-typekinase(AP-endonucleaseactivity)
arCOG00543	J	FttA	Transcriptionterminationfactor,consistsofmetallo-beta-lactamasedomainandanRNA-bindingKHdomain
arCOG01561	J	TEF1	TranslationelongationfactorEF-1alpha,GTPase
arCOG01988	J	EFB1	TranslationelongationfactorEF-1beta
arCOG01559	J	FusA	TranslationelongationfactorG,EF-G(GTPase)
arCOG04277	J	Efp	TranslationelongationfactorP(EF-P)/translationinitiationfactor5A(eIF-5A)
arCOG04223	J	SUI1	Translationinitiationfactor1(eIF-1/SUI1)
arCOG01179	J	InfA	Translationinitiationfactor1(IF-1)
arCOG01560	J	InfB	Translationinitiationfactor2(IF-2;GTPase)
arCOG04107	J	SUI2	Translationinitiationfactor2,alphasubunit(eIF-2alpha)
arCOG01640	J	GCD7	Translationinitiationfactor2,betasubunit(eIF-2beta)/eIF-5N-terminaldomain
arCOG01563	J	GCD11	Translationinitiationfactor2,gammasubuniteIF-2gamma,GTPase
arCOG04176	J	TIF6	Translationinitiationfactor6(eIF-6)
arCOG00187	J	Rli1	TranslationinitiationfactorRLI1,containsFe-SandAAA+ATPasedomains
arCOG01185	J	Bud32	tRNAA-37threonylcarbamoyltransferasecomponentBud32
arCOG01952	J	SUA5	tRNAA37threonylcarbamoyladenosinesynthetasesubunitTsaC/SUA5/YrdC
arCOG04249	J	CCA1	tRNAnucleotidyltransferase(CCA-addingenzyme)
arCOG01701	J	SEN2	tRNAsplicingendonuclease
arCOG01015	J	Pus10	tRNAU54andU55pseudouridinesynthasePus10
arCOG01115	J	TiaS	tRNA(Ile2)2-agmatinylcytidinesynthetase;containingZn-ribbondomainandOB-folddomain
arCOG01887	J	TrpS	Tryptophanyl-tRNAsynthetase
arCOG01886	J	TyrS	Tyrosyl-tRNAsynthetase
arCOG00808	J	ValS	Valyl-tRNAsynthetase
arCOG01989	J	-	Zn-ribbonRNA-bindingproteinwithafunctionintranslation
arCOG01695	JO	RqcH	Ribosomequalitycontrol(RQC)proteinRqcH,Rqc2/NEMF/Tae2family,containsfibronectin-(FbpA)andRNA-(NFACT)bindingdomains
arCOG01753	K	Ssh10b	ArchaealDNA-bindingproteinAlba
arCOG04265	K	ZPR1	C4-typeZn-fingerprotein,LSM1interactingprotein
arCOG03765	K	-	CopGfamilytranscriptionalregulator
arCOG01580	K	-	DNA-bindingtranscriptionalregulator,Lrpfamily
arCOG01628	K	-	DNA-bindingtranscriptionalregulator,Lrpfamily
arCOG04257	K	RpoC/Rpo3	DNA-directedRNApolymerasesubunitA'
arCOG04256	K	RpoC/Rpo11	DNA-directedRNApolymerasesubunitA''
arCOG01762	K	RpoB/Rpo2	DNA-directedRNApolymerasesubunitB
arCOG04241	K	RpoA/Rpo1	DNA-directedRNApolymerasesubunitD
arCOG01268	K	Rpo6/RpoZ	DNA-directedRNApolymerasesubunitK/omega
arCOG00675	K	RPB7	DNA-directedRNApolymerase,subunitE'/Rpb7
arCOG04258	K	RPB5	DNA-directedRNApolymerase,subunitH,RpoH/RPB5
arCOG04111	K	RPB11	DNA-directedRNApolymerase,subunitL
arCOG04244	K	RPB10	DNA-directedRNApolymerase,subunitN(RpoN/RPB10)
arCOG04341	K	RPC12	DNA-directedRNApolymerase,subunitRPC12/RpoP(containsC4-typeZn-finger)
arCOG01016	K	Rpo4	DNA-directedRNApolymerase,subunitRpo4/RpoF
arCOG01117	K	-	Lrp/AsnCfamilyC-terminaldomain
arCOG03879	K	-	Predictedtranscriptionalregulator,containsHTHdomain
arCOG04153	K	-	RNApolymeraseIIIsubunitC34,Lrp/AsnCfamily
arCOG00998	K	LSM1	Smallnuclearribonucleoprotein(snRNP)homolog
arCOG02037	K	-	Sugar-specifictranscriptionalregulatorTrmB
arCOG01764	K	SPT15	TATA-boxbindingprotein(TBP),componentofTFIIDandTFIIB
arCOG01760	K	NusA	Transcriptionelongationfactor
arCOG01761	K	NusA	Transcriptionelongationfactor
arCOG04077	K	Spt4	TranscriptionelongationfactorSpt4/RpoE2,zincfingerprotein
arCOG04270	K	TFA1	TranscriptioninitiationfactorIIE,alphasubunit
arCOG01981	K	SUA7	TranscriptioninitiationfactorTFIIB,Brf1subunit/TranscriptioninitiationfactorTFIIB
arCOG01920	K	NusG	Transcriptiontermination/antiterminationproteinNusG
arCOG02272	K	-	Transcriptionalregulator,containsHTHdomain
arCOG02271	K	-	Transcriptionalregulator,containsHTHdomain
arCOG01055	K	-	Transcriptionalregulator,containsHTHdomain
arCOG09891	K	-	Transcriptionalregulator,containsN-terminalRHHdomain
arCOG01531	K	-	Transcriptionalregulator,containsN-terminalRHHdomain
arCOG00732	K	MarR	Transcriptionalregulator,MarRfamily
arCOG03423	K	MarR	Transcriptionalregulator,MarRfamily
arCOG07192	K	-	Transcriptionalregulator,PadRfamily
arCOG00492	K	ARO8	TranscriptionalregulatorscontainingaDNA-bindingHTHdomainandanaminotransferasedomain(MocRfamily)
arCOG02242	K	Sta1	Viraltranscriptionalactivator,containsHTHdomain
arCOG04050	L	FEN1	5'-3'exonuclease
arCOG00439	L	MCM2	ATPaseinvolvedinreplicationcontrol,Cdc46/Mcmfamily
arCOG04116	L	PinA	ATPaseofPilTfamilyinvolvedinHollidayjunctionresolution
arCOG04114	L	-	ChromatinproteinCren7
arCOG00470	L	RFCL	ClamploaderATPase,largesubunit
arCOG00469	L	RFCS	ClamploaderATPase,smallsubunit
arCOG15272	L	PolB1	DNApolymerasePolB1
arCOG00488	L	DnaN	DNApolymeraseslidingclampsubunit(PCNAhomolog)
arCOG04281	L	DnaG	DNAprimase(bacterialtype)
arCOG00397	L	SbcD	DNArepairexonuclease,SbcD
arCOG00551	L	-	DNAreplicationinitiationcomplexsubunit,GINS15family
arCOG00552	L	-	DNAreplicationinitiationcomplexsubunit,GINS23family
arCOG04143	L	-	DNAtopoisomeraseVI,subunitA
arCOG01165	L	-	DNAtopoisomeraseVI,subunitB
arCOG04110	L	PRI1	Eukaryotic-typeDNAprimase,catalytic(small)subunit
arCOG00280	L	-	HerAhelicase
arCOG00367	L	-	NurA5'-3'nuclease
arCOG08842	L	PBP2	PolB1-bindingproteinsPBP2,HTHdomaincontainingprotein
arCOG00415	L	RadA	RecA/RadArecombinase,containsN-terminalHHHdomain
arCOG01526	L	TopG2	Reversegyrase
arCOG01510	L	RPA1	Single-strandedDNA-bindingreplicationproteinA(RPA),large(70kD)subunitorrelatedssDNA-bindingprotein
arCOG00427	L	RecJ/Cdc45	Single-strandedDNA-specificexonucleaseRecJ
arCOG01222	M	TagD	CytidylyltransferasefusedtoconserveddomainofDUF357family
arCOG00057	M	GlmS	Glucosamine6-phosphatesynthetase
arCOG01391	M	-	Glycosyltransferasefamily2
arCOG00666	M	GCD1	N-acetylglucosamine-1-phosphateuridyltransferase
arCOG00663	M	GCD1	Nucleoside-diphosphate-sugarpyrophosphorylaseinvolvedinlipopolysaccharidebiosynthesis/translationinitiationfactor2B,gamma/epsilonsubunit
arCOG02044	M	AglB	Oligosaccharyltransferasemembranesubunit
arCOG01394	M	MurG	UDP-N-acetylglucosamine:LPSN-acetylglucosaminetransferase
arCOG03199	M	AglH/Rfe	UDP-N-acetylmuramylpentapeptidephosphotransferase/UDP-N-acetylglucosamine-1-phosphatetransferase
arCOG00436	N	-	MoxR-likeATPase
arCOG00971	O	PRE1	20Sproteasome,alphasubunit
arCOG00970	O	PRE1	20Sproteasome,betasubunit
arCOG01306	O	RPT1	ATP-dependent26Sproteasomeregulatorysubunit
arCOG04236	O	SufC	CysteinedesulfuraseactivatorATPase
arCOG01715	O	SufB	CysteinedesulfuraseactivatorSufB
arCOG04142	O	DYS1	Deoxyhypusinesynthase
arCOG00585	O	Mrp	Fe-SclustercarrierATPase,Mrp/ApbC/NBP35family
arCOG01845	O	PaaD	Metal-sulfurclusterbiosyntheticenzyme
arCOG00479	O	CyoE	Polyprenyltransferase(cytochromeoxidaseassemblyfactor)
arCOG01341	O	GIM5	Predictedprefoldin,molecularchaperoneimplicatedindenovoproteinfolding
arCOG01342	O	GimC	Prefoldin,chaperonincofactor
arCOG00065	O	csdA	Selenocysteinelyase/Cysteinedesulfurase
arCOG01218	O	TrxA	Thiol-disulfideisomeraseorthioredoxin
arCOG01296	O	TrxB	Thioredoxinreductase
arCOG00540	O	URM1	Ubiquitin-likeprotein
arCOG00321	O	TldD	Zn-dependentprotease,componentofTldD/TldEsystem
arCOG00174	P	-	ABC-typeaniontransportsystem,duplicatedpermeasecomponent
arCOG00193	P	TauB	ABC-typenitrate/sulfonate/bicarbonatetransportsystem,ATPasecomponent
arCOG02853	P	{NirD}	Ferredoxinsubunitofnitritereductaseorring-hydroxylatingdioxygenase
arCOG00318	P	PhoU	Phosphateuptakeregulator
arCOG02050	P	TauE	SulfiteexporterTauE/SafE/YfcAandrelatedpermeases,UPF0721family
arCOG02072	P	TusA	TusA-relatedsulfurtransferase
arCOG02074	P	TusA	TusA-relatedsulfurtransferase
arCOG00368	L	SbcC	ATPaseinvolvedinDNArepair,SbcC
arCOG02007	O	-	Prenyltransferasefamilyproteincontainingthioredoxindomain
arCOG07285	C	NtpF	Archaeal/vacuolar-typeH+-ATPasesubunitH
arCOG01350	F	-	Predictedinorganicpolyphosphate/ATP-NADkinase
arCOG01843	I	-	Sterolcarrierprotein
arCOG09863	C	Hmp	Hemoglobin-likeflavoprotein
arCOG06112	I	Acs	Acyl-coenzymeAsynthetase/AMP-(fatty)acidligase
arCOG01409	M	RfaG	Glycosyltransferase
arCOG08438	Q	HcaF	3-phenylpropionate/cinnamicaciddioxygenase,smallsubunit
arCOG04119	R	-	Predictednucleotidyltransferase
arCOG03031	P	SulE	Sulerythrin,ferritin/rubrerythrinsuperfamilyprotein
arCOG00557	R	Lhr	Lhr-likehelicasewithC-terminalZnfingerdomain
arCOG04290	R	-	PIN-domainandZnribbon
arCOG04458	R	-	UncharacterizedproteinofDIM6/NTABfamily
arCOG01455	R	AdhP	Zn-dependentalcoholdehydrogenase
arCOG01213	R	Cof	HADsuperfamilyhydrolase
arCOG01043	R	-	PredictedRNAbindingproteinwithdsRBDfold
arCOG00497	R	-	Zn-dependenthydrolaseofthebeta-lactamasefold
arCOG03239	R	-	ATPase,predictedcomponentofphagedefensesystem
arCOG01285	R	-	OB-folddomainandZn-ribboncontainingprotein,possibleacyl-CoA-bindingprotein
arCOG00606	R	-	CBSdomain
arCOG00932	R	-	Uncharacterizedproteinrelatedtopyruvateformate-lyaseactivatingenzyme
arCOG00442	R	-	vonWillebrandfactortypeA(vWA)domaincontainingprotein
arCOG05899	R	-	Cellsurfaceprotein
arCOG05932	R	-	Metal-dependenthydrolaseofthebeta-lactamasesuperfamilyII
arCOG01831	R	-	Predictednucleotidyltransferase
arCOG01830	R	-	Predictednucleotidyltransferase
arCOG07183	R	-	MATEfamilymembraneprotein,flippase
arCOG04181	R	-	PredictedasparticproteaseofGPR/HybDfamily
arCOG01098	R	-	Ferritinsuperfamilyprotein
arCOG06032	C	-	Cytochromecoxidaseassemblyfactor,DUF1404family
arCOG04076	H	-	Dephospho-CoenzymeA(Dephospho-CoA)Kinase
arCOG04124	J	-	Trm112RNAmethyltransferaseactivatingprotein
arCOG07188	J	Cgi121	Cgi121SubunitofKEOPScomplex
arCOG08424	K	-	MarRfamilytranscriptionalregulatorfusedtouncharacterizeddomain
arCOG08319	P	TusA	TusA-relatedsulfurtransferase
arCOG01314	S	-	Uncharacterizedmembraneanchoredproteinwithextracellularflavodoxin-likedomain,acomponentofaputativesecretionsystem
arCOG03119	S	-	MembraneproteinDedAfamily
arCOG03699	S	-	Uncharacterizedmembraneprotein
arCOG04103	S	-	Znfingerprotein
arCOG04160	S	-	Uncharacterizedprotein
arCOG04251	S	-	Uncharacterizedprotein
arCOG04308	S	-	Uncharacterizedprotein
arCOG04319	S	-	Uncharacterizedmembraneprotein
arCOG04323	L	-	ChromatinproteinCren7homolog,Zn-fingerprotein
arCOG05396	S	-	Uncharacterizedmembraneprotein
arCOG05464	S	-	Zincfingerprotein
arCOG05885	S	-	Uncharacterizedprotein
arCOG05895	S	-	UncharacterizedproteinYjgD,DUF1641family
arCOG05922	S	-	Uncharacterizedprotein
arCOG05923	S	-	Uncharacterizedprotein
arCOG05926	S	-	Uncharacterizedprotein
arCOG05929	S	-	Uncharacterizedprotein
