Gene	Experiment	Gene_log2FoldChange	Gene_pvalue	asRNA_ids	asRNA_log2FoldChange	asRNA_pvalue
SACI_RS00795	DESeq2_65C_pH_2_4_log	-0.53	0.0576759957090688	asRNA_74, asRNA_75	0.03, 0.0	0.982190585349917, 1.0
SACI_RS00795	DESeq2_65C_pH_2_4_stat	-0.01	0.968995118351333	asRNA_74, asRNA_75	1.56, 3.21	0.18638613022742, 0.496212256833287
SACI_RS00795	DESeq2_65C_pH_3_5_log	-0.42	0.275966031235445	asRNA_74, asRNA_75	0.24, 0.0	0.887975771245167, 1.0
SACI_RS00795	DESeq2_65C_pH_3_5_stat	0.02	0.946552285502287	asRNA_74, asRNA_75	1.21, 0.66	0.311176768891951, 0.891511313527571
SACI_RS00795	DESeq2_75C_pH_1_6_log	0.14	0.607179872607943	asRNA_74, asRNA_75	-1.32, 0.0	0.388473890527651, 1.0
SACI_RS00795	DESeq2_75C_pH_1_6_stat	1.36	1.12249308214382e-06	asRNA_74, asRNA_75	-0.31, 2.57	0.820225312275548, 0.588775348968484
SACI_RS00795	DESeq2_75C_pH_2_4_stat	0.49	0.0824174556520948	asRNA_74, asRNA_75	-0.64, 0.0	0.644489218648889, 1.0
SACI_RS00795	DESeq2_75C_pH_3_5_log	0.4	0.279026585557015	asRNA_74, asRNA_75	0.19, 0.0	0.904977690695308, 1.0
SACI_RS00795	DESeq2_75C_pH_3_5_stat	0.31	0.264695342645638	asRNA_74, asRNA_75	1.12, 1.12	0.357839036539674, 0.81623546690746
SACI_RS00795	DESeq2_80C_pH_1_6_log	1.86	2.3683031483768197e-11	asRNA_74, asRNA_75	-0.54, 0.0	0.691001453686994, 1.0
SACI_RS00795	DESeq2_80C_pH_1_6_stat	1.83	4.9651993766683096e-11	asRNA_74, asRNA_75	1.36, 1.91	0.261684415961346, 0.690059259846833
SACI_RS00795	DESeq2_80C_pH_2_4_log	0.62	0.0256405532437094	asRNA_74, asRNA_75	-0.53, 2.61	0.686328958205131, 0.581056095052571
SACI_RS00795	DESeq2_80C_pH_2_4_stat	0.71	0.0109409067053291	asRNA_74, asRNA_75	0.43, 0.0	0.736564263877214, 1.0
SACI_RS00795	DESeq2_80C_pH_3_5_log	0.9	0.0012924765090585	asRNA_74, asRNA_75	-0.77, 1.07	0.587010907165684, 0.825199542929027
SACI_RS00795	DESeq2_80C_pH_3_5_stat	0.31	0.268386110981236	asRNA_74, asRNA_75	0.02, 1.14	0.986141306801741, 0.812516571717927
SACI_RS00795	DESeq2_RS0060KO_early	-0.05	0.715103438187736	asRNA_74, asRNA_75	0.08, 0.85	0.851851351523976, 0.421235364563447
SACI_RS00795	DESeq2_RS0060KO_late	0.33	0.0333028364699606	asRNA_74, asRNA_75	0.04, -0.43	0.937621883862671, 0.660909205578971
SACI_RS00795	DESeq2_RS0575KO_early	-0.52	0.0004582512644798	asRNA_74, asRNA_75	-1.15, -0.54	0.0161627768078646, 0.66365808529135
SACI_RS00795	DESeq2_RS0575KO_late	0.18	0.24777507336373	asRNA_74, asRNA_75	0.98, -0.22	0.0260564169076453, 0.825583775256738
SACI_RS00795	DESeq2_RS0730KO_early	-0.56	0.0001220695267381	asRNA_74, asRNA_75	0.05, 1.0	0.910709757504371, 0.317623860472364
SACI_RS00795	DESeq2_RS0730KO_late	0.4	0.0104170909396088	asRNA_74, asRNA_75	0.24, 0.14	0.61154031487361, 0.890685560793017
SACI_RS00795	DESeq2_RS2625KO_early	-0.28	0.0593517886482491	asRNA_74, asRNA_75	-0.3, 0.46	0.512155621734882, 0.683833501391204
SACI_RS00795	DESeq2_RS2625KO_late	0.46	0.0025702694817781	asRNA_74, asRNA_75	0.05, 0.64	0.906738672701036, 0.47762718081277
SACI_RS00795	DESeq2_dKO_early	-1.13	3.80770359931519e-14	asRNA_74, asRNA_75	-0.62, 0.88	0.17071645017975, 0.40493224795573
SACI_RS00795	DESeq2_dKO_late	0.2	0.208261320498268	asRNA_74, asRNA_75	0.33, -1.37	0.474725428184799, 0.238946538002722
SACI_RS00795	DESeq2_post-starvation-030min	0.1	0.42799573413356	asRNA_74, asRNA_75	-0.59, 0.04	0.0258425849601154, 0.948586770026868
SACI_RS00795	DESeq2_post-starvation-060min	0.11	0.388057033998742	asRNA_74, asRNA_75	-0.34, 0.6	0.191463822124537, 0.302844498359855
SACI_RS00795	DESeq2_post-starvation-090min	0.02	0.858514527374678	asRNA_74, asRNA_75	-0.87, 0.36	0.0020153728586288, 0.53686064858834
SACI_RS00795	DESeq2_post-starvation-120min	0.15	0.255556220359827	asRNA_74, asRNA_75	-1.13, 0.58	0.000100744915605, 0.311114201372348
SACI_RS00795	DESeq2_post-starvation-240min	0.75	7.4704182693354e-09	asRNA_74, asRNA_75	-0.37, 1.32	0.165744096287016, 0.0171071952833802
SACI_RS00850	DESeq2-t15-Sacidocaldarius-HS	-2.42	1.52855214911032e-117	asRNA_77	2.84	2.93677688354314e-05
SACI_RS00850	DESeq2-t30-Sacidocaldarius-HS	-1.92	1.8101812432516402e-76	asRNA_77	1.76	0.0157746814167657
SACI_RS00850	DESeq2-t60-Sacidocaldarius-HS	-2.24	9.02132724627326e-103	asRNA_77	2.87	2.48298379091424e-05
SACI_RS00850	DESeq2_65C_pH_1_6_log	-0.41	0.0073864336495101	asRNA_77	0.09	0.981199387151816
SACI_RS00850	DESeq2_65C_pH_1_6_stat	0.98	1.87241028736828e-05	asRNA_77	-2.49	0.663500113560638
SACI_RS00850	DESeq2_65C_pH_2_4_log	-0.08	0.634910108055144	asRNA_77	-1.71	0.686608754230477
SACI_RS00850	DESeq2_65C_pH_2_4_stat	0.47	0.0071128336504775	asRNA_77	0.39	0.924434380227291
SACI_RS00850	DESeq2_65C_pH_3_5_log	0.15	0.537926186192675	asRNA_77	-1.87	0.743947004894195
SACI_RS00850	DESeq2_65C_pH_3_5_stat	0.49	0.0050320815433398	asRNA_77	-0.02	0.996265400346574
SACI_RS00850	DESeq2_75C_pH_1_6_log	0.74	2.22916979262751e-05	asRNA_77	-1.85	0.662577387385161
SACI_RS00850	DESeq2_75C_pH_1_6_stat	0.7	5.60759144743279e-05	asRNA_77	-1.83	0.665578125354555
SACI_RS00850	DESeq2_75C_pH_2_4_stat	0.45	0.0105097378681847	asRNA_77	-1.84	0.664215714891844
SACI_RS00850	DESeq2_75C_pH_3_5_log	0.51	0.027016255603136	asRNA_77	-2.5	0.661700465264581
SACI_RS00850	DESeq2_75C_pH_3_5_stat	0.7	6.8926984605996e-05	asRNA_77	-1.79	0.672230813585029
SACI_RS00850	DESeq2_80C_pH_1_6_log	0.73	2.66734596093674e-05	asRNA_77	0.66	0.873891027114057
SACI_RS00850	DESeq2_80C_pH_1_6_stat	0.65	0.0001951822645861	asRNA_77	-0.23	0.956134418005867
SACI_RS00850	DESeq2_80C_pH_2_4_log	0.6	0.0006058420102648	asRNA_77	-2.33	0.581931946532991
SACI_RS00850	DESeq2_80C_pH_2_4_stat	0.15	0.394293107434775	asRNA_77	-0.71	0.867524165212777
SACI_RS00850	DESeq2_80C_pH_3_5_log	0.86	8.36977894399386e-07	asRNA_77	-1.85	0.662663351312105
SACI_RS00850	DESeq2_80C_pH_3_5_stat	0.87	7.00407496582264e-07	asRNA_77	0.25	0.953159805460443
SACI_RS00850	DESeq2_RS0060KO_early	-0.26	0.0363013357659251	asRNA_77	-0.49	0.568014844222227
SACI_RS00850	DESeq2_RS0060KO_late	-0.32	0.0065943628409179	asRNA_77	2.08	0.0038481181270432
SACI_RS00850	DESeq2_RS0575KO_early	0.05	0.660605095918307	asRNA_77	-0.32	0.697102477285572
SACI_RS00850	DESeq2_RS0575KO_late	-0.78	2.0803286414292702e-10	asRNA_77	1.71	0.0203429323965563
SACI_RS00850	DESeq2_RS0730KO_early	0.17	0.140162862040934	asRNA_77	0.53	0.470822482036262
SACI_RS00850	DESeq2_RS0730KO_late	-0.37	0.003125000218973	asRNA_77	1.53	0.0464349471546711
SACI_RS00850	DESeq2_RS2625KO_early	-0.29	0.0227487193217313	asRNA_77	0.66	0.392885479480322
SACI_RS00850	DESeq2_RS2625KO_late	-0.62	2.15201535824652e-07	asRNA_77	1.83	0.0119415692693336
SACI_RS00850	DESeq2_dKO_early	-0.16	0.205066970190679	asRNA_77	0.15	0.847261654878429
SACI_RS00850	DESeq2_dKO_late	-0.82	2.7405930219796896e-11	asRNA_77	1.78	0.0156031962321929
SACI_RS00850	DESeq2_post-starvation-030min	-0.62	4.68244758977004e-07	asRNA_77	1.05	0.0066953421127027
SACI_RS00850	DESeq2_post-starvation-060min	-0.29	0.0170237886101147	asRNA_77	1.58	2.81765200814224e-05
SACI_RS00850	DESeq2_post-starvation-090min	0.09	0.462315722600842	asRNA_77	0.75	0.06342386875595
SACI_RS00850	DESeq2_post-starvation-120min	0.27	0.0227187864423858	asRNA_77	1.54	4.23736033382836e-05
SACI_RS00850	DESeq2_post-starvation-240min	0.19	0.114839488777694	asRNA_77	1.57	3.78755733064331e-05
SACI_RS00855	DESeq2-t15-Sacidocaldarius-HS	-2.37	3.94849939782856e-92	asRNA_78, asRNA_79	1.36, 1.92	3.13125094819402e-09, 5.15850888495486e-27
SACI_RS00855	DESeq2-t30-Sacidocaldarius-HS	-1.66	1.88146288637811e-48	asRNA_78, asRNA_79	0.92, 1.38	0.0001133424466385, 2.19139059827138e-14
SACI_RS00855	DESeq2-t60-Sacidocaldarius-HS	-1.88	2.04089168375925e-61	asRNA_78, asRNA_79	1.48, 2.39	1.19484906844428e-10, 2.0370134825742998e-41
SACI_RS00855	DESeq2_65C_pH_1_6_log	-0.63	4.31438732507018e-05	asRNA_78, asRNA_79	-0.63, -0.39	0.306385462355914, 0.250169699076698
SACI_RS00855	DESeq2_65C_pH_1_6_stat	0.37	0.114225281894212	asRNA_78, asRNA_79	0.69, 0.57	0.415769753036381, 0.234841545663958
SACI_RS00855	DESeq2_65C_pH_2_4_log	-0.4	0.0223597874711742	asRNA_78, asRNA_79	0.07, -0.18	0.916405493126653, 0.632437816845122
SACI_RS00855	DESeq2_65C_pH_2_4_stat	-0.07	0.701490878154479	asRNA_78, asRNA_79	0.8, 1.16	0.225747175845727, 0.0014892594592249
SACI_RS00855	DESeq2_65C_pH_3_5_log	-0.01	0.951168389435427	asRNA_78, asRNA_79	-0.69, -1.21	0.500805638915471, 0.0348295818454898
SACI_RS00855	DESeq2_65C_pH_3_5_stat	0.48	0.006807470342326	asRNA_78, asRNA_79	0.56, 0.41	0.403526348891909, 0.264671273931997
SACI_RS00855	DESeq2_75C_pH_1_6_log	0.48	0.0063102496281168	asRNA_78, asRNA_79	-1.56, -1.66	0.0541645530420879, 0.0001106242743871
SACI_RS00855	DESeq2_75C_pH_1_6_stat	0.75	2.03619634851376e-05	asRNA_78, asRNA_79	0.66, 0.4	0.3265975186546, 0.282678505122998
SACI_RS00855	DESeq2_75C_pH_2_4_stat	0.51	0.0041243406490304	asRNA_78, asRNA_79	0.0, -0.66	0.997714640107607, 0.0926654109084248
SACI_RS00855	DESeq2_75C_pH_3_5_log	0.37	0.117220507621722	asRNA_78, asRNA_79	0.53, 0.78	0.539224431497749, 0.102526976374819
SACI_RS00855	DESeq2_75C_pH_3_5_stat	0.8	6.53824767410367e-06	asRNA_78, asRNA_79	0.82, 0.13	0.224655958341302, 0.724718689174687
SACI_RS00855	DESeq2_80C_pH_1_6_log	0.69	9.92989530578986e-05	asRNA_78, asRNA_79	0.23, -0.3	0.737606579767722, 0.437310644807831
SACI_RS00855	DESeq2_80C_pH_1_6_stat	0.66	0.0001846206349096	asRNA_78, asRNA_79	1.37, 1.24	0.0377938364182342, 0.0007356463878119
SACI_RS00855	DESeq2_80C_pH_2_4_log	0.57	0.0012870596096033	asRNA_78, asRNA_79	0.02, 0.14	0.98163040247182, 0.707440156893613
SACI_RS00855	DESeq2_80C_pH_2_4_stat	0.26	0.148603420093574	asRNA_78, asRNA_79	-0.29, -0.4	0.685775223097059, 0.302131095601457
SACI_RS00855	DESeq2_80C_pH_3_5_log	0.82	3.09316785341585e-06	asRNA_78, asRNA_79	0.4, 0.01	0.556642761198792, 0.985384986644663
SACI_RS00855	DESeq2_80C_pH_3_5_stat	0.9	3.05057786838744e-07	asRNA_78, asRNA_79	0.21, -0.04	0.762022710362727, 0.912555315396636
SACI_RS00855	DESeq2_RS0060KO_early	-0.09	0.47887939101717	asRNA_78, asRNA_79	0.1, 0.11	0.701832269321764, 0.674354569322129
SACI_RS00855	DESeq2_RS0060KO_late	-0.04	0.760670502322446	asRNA_78, asRNA_79	-0.74, -0.14	0.0016035061600639, 0.613145971883482
SACI_RS00855	DESeq2_RS0575KO_early	-0.16	0.233731530493834	asRNA_78, asRNA_79	-0.39, -0.86	0.129894650060258, 0.0024747237196234
SACI_RS00855	DESeq2_RS0575KO_late	-0.42	0.0015507946972536	asRNA_78, asRNA_79	-0.51, 0.62	0.0304967435371954, 0.0189528429133735
SACI_RS00855	DESeq2_RS0730KO_early	-0.04	0.767050103505626	asRNA_78, asRNA_79	0.16, 0.19	0.515054373715691, 0.45449234273852
SACI_RS00855	DESeq2_RS0730KO_late	-0.18	0.177714072553911	asRNA_78, asRNA_79	-0.66, -0.18	0.0081673147429243, 0.539744625987004
SACI_RS00855	DESeq2_RS2625KO_early	-0.08	0.556299311792747	asRNA_78, asRNA_79	0.16, 0.36	0.537898115925392, 0.157900101203482
SACI_RS00855	DESeq2_RS2625KO_late	-0.45	0.000722445687919	asRNA_78, asRNA_79	-0.66, 0.14	0.0049771624814029, 0.614339272659671
SACI_RS00855	DESeq2_dKO_early	-0.2	0.136744586244637	asRNA_78, asRNA_79	-0.38, -0.6	0.144015387745612, 0.0303016413580298
SACI_RS00855	DESeq2_dKO_late	-0.41	0.0021067837174867	asRNA_78, asRNA_79	-0.76, 0.68	0.0015147465250962, 0.0101381256016134
SACI_RS00855	DESeq2_post-starvation-030min	-0.4	0.0008499540426792	asRNA_78, asRNA_79	0.47, 0.07	0.0798977413344264, 0.702160039325262
SACI_RS00855	DESeq2_post-starvation-060min	0.1	0.406017291667885	asRNA_78, asRNA_79	0.95, 0.11	0.0003405020122556, 0.566018297827512
SACI_RS00855	DESeq2_post-starvation-090min	0.18	0.126249541279101	asRNA_78, asRNA_79	0.75, 0.11	0.0051320682055464, 0.549645020719167
SACI_RS00855	DESeq2_post-starvation-120min	0.38	0.0012140356499972	asRNA_78, asRNA_79	0.97, -0.05	0.0002429147183117, 0.807625391065394
SACI_RS00855	DESeq2_post-starvation-240min	0.59	3.98191250325663e-07	asRNA_78, asRNA_79	1.1, 0.59	3.39111302451622e-05, 0.0010577144600037
SACI_RS00900	DESeq2-t15-Sacidocaldarius-HS	-2.46	4.1607221470078596e-99	asRNA_82	2.03	0.15361619104105
SACI_RS00900	DESeq2-t30-Sacidocaldarius-HS	-2.36	1.60815092660951e-90	asRNA_82	1.92	0.183112973374195
SACI_RS00900	DESeq2-t60-Sacidocaldarius-HS	-2.17	3.56981073003373e-79	asRNA_82	1.18	0.432835434221848
SACI_RS00900	DESeq2_65C_pH_1_6_log	0.66	0.0290011663258288	asRNA_82	-0.71	0.931187212961282
SACI_RS00900	DESeq2_65C_pH_1_6_stat	1.1	0.0159000889137973	asRNA_82	0.0	1.0
SACI_RS00900	DESeq2_65C_pH_2_4_log	0.75	0.0287893078330143	asRNA_82	0.24	0.979007534772688
SACI_RS00900	DESeq2_65C_pH_2_4_stat	0.67	0.0524926832524999	asRNA_82	1.38	0.880721763082059
SACI_RS00900	DESeq2_65C_pH_3_5_log	0.71	0.12558742404222	asRNA_82	0.0	1.0
SACI_RS00900	DESeq2_65C_pH_3_5_stat	1.16	0.0007308368342861	asRNA_82	0.66	0.943087195383676
SACI_RS00900	DESeq2_75C_pH_1_6_log	0.79	0.0224606483998538	asRNA_82	0.0	1.0
SACI_RS00900	DESeq2_75C_pH_1_6_stat	0.46	0.187844875464372	asRNA_82	0.0	1.0
SACI_RS00900	DESeq2_75C_pH_2_4_stat	0.75	0.0291968336600698	asRNA_82	0.0	1.0
SACI_RS00900	DESeq2_75C_pH_3_5_log	0.7	0.124627967819638	asRNA_82	0.0	1.0
SACI_RS00900	DESeq2_75C_pH_3_5_stat	0.63	0.0668625839539398	asRNA_82	0.0	1.0
SACI_RS00900	DESeq2_80C_pH_1_6_log	0.99	0.0041365976388183	asRNA_82	0.0	1.0
SACI_RS00900	DESeq2_80C_pH_1_6_stat	0.15	0.665259423222001	asRNA_82	0.0	1.0
SACI_RS00900	DESeq2_80C_pH_2_4_log	0.71	0.0400750632904724	asRNA_82	0.0	1.0
SACI_RS00900	DESeq2_80C_pH_2_4_stat	0.35	0.312065706347714	asRNA_82	0.0	1.0
SACI_RS00900	DESeq2_80C_pH_3_5_log	0.61	0.077353247602581	asRNA_82	1.07	0.90796643062757
SACI_RS00900	DESeq2_80C_pH_3_5_stat	0.48	0.169392344755579	asRNA_82	1.14	0.901200205621328
SACI_RS00900	DESeq2_RS0060KO_early	0.1	0.579486069677303	asRNA_82	-1.86	0.321672459267419
SACI_RS00900	DESeq2_RS0060KO_late	0.07	0.68787968459689	asRNA_82	1.31	0.50212734011786
SACI_RS00900	DESeq2_RS0575KO_early	0.41	0.0212457073603008	asRNA_82	-0.35	0.823137457298485
SACI_RS00900	DESeq2_RS0575KO_late	-0.27	0.154487075657076	asRNA_82	0.89	0.664707569640539
SACI_RS00900	DESeq2_RS0730KO_early	-0.49	0.0066954690286899	asRNA_82	-0.02	0.98734584114031
SACI_RS00900	DESeq2_RS0730KO_late	0.47	0.0118831584381044	asRNA_82	0.48	0.829691128217568
SACI_RS00900	DESeq2_RS2625KO_early	-0.16	0.375084485884224	asRNA_82	-0.01	0.995794657976627
SACI_RS00900	DESeq2_RS2625KO_late	-0.26	0.166190874692875	asRNA_82	1.42	0.4681185390102
SACI_RS00900	DESeq2_dKO_early	0.79	9.06663001672454e-06	asRNA_82	0.91	0.525802857406561
SACI_RS00900	DESeq2_dKO_late	0.31	0.0953359486844328	asRNA_82	2.6	0.16315211337579
SACI_RS00900	DESeq2_post-starvation-030min	-1.29	4.62748349133197e-09	asRNA_82	-2.13	0.00707908930072
SACI_RS00900	DESeq2_post-starvation-060min	-1.44	9.220742715372e-11	asRNA_82	-2.02	0.0104695846188217
SACI_RS00900	DESeq2_post-starvation-090min	-1.68	4.66159622861701e-14	asRNA_82	-1.19	0.075290108545652
SACI_RS00900	DESeq2_post-starvation-120min	-1.52	6.992785411512699e-12	asRNA_82	-1.81	0.015974806843492
SACI_RS00900	DESeq2_post-starvation-240min	-1.66	1.15889581753835e-13	asRNA_82	-1.63	0.0310677544811666
SACI_RS00925	DESeq2-t15-Sacidocaldarius-HS	-1.49	2.57878263262958e-56	asRNA_83	-0.56	0.427629120965191
SACI_RS00925	DESeq2-t30-Sacidocaldarius-HS	-1.14	5.3782675943275795e-34	asRNA_83	-0.66	0.373161487574087
SACI_RS00925	DESeq2-t60-Sacidocaldarius-HS	-0.86	1.68104813533893e-20	asRNA_83	-0.22	0.745059239183218
SACI_RS00925	DESeq2_65C_pH_1_6_log	-0.36	0.04011020690765	asRNA_83	2.49	0.206256609831218
SACI_RS00925	DESeq2_65C_pH_1_6_stat	1.38	1.28846856357498e-07	asRNA_83	3.16	0.225264832737225
SACI_RS00925	DESeq2_65C_pH_2_4_log	0.16	0.411906667314472	asRNA_83	1.64	0.448479501531365
SACI_RS00925	DESeq2_65C_pH_2_4_stat	0.42	0.03707905282177	asRNA_83	1.53	0.481128405830003
SACI_RS00925	DESeq2_65C_pH_3_5_log	0.44	0.0996565850526857	asRNA_83	1.2	0.681917363301513
SACI_RS00925	DESeq2_65C_pH_3_5_stat	1.15	7.0158291511555605e-09	asRNA_83	2.11	0.327460399195208
SACI_RS00925	DESeq2_75C_pH_1_6_log	0.49	0.014919699533986	asRNA_83	-0.26	0.912990131022647
SACI_RS00925	DESeq2_75C_pH_1_6_stat	0.96	1.4459540183777e-06	asRNA_83	-1.21	0.614836057310302
SACI_RS00925	DESeq2_75C_pH_2_4_stat	0.77	0.0001283860920642	asRNA_83	-0.25	0.916149663640585
SACI_RS00925	DESeq2_75C_pH_3_5_log	0.43	0.100055715342581	asRNA_83	-1.88	0.564048196707393
SACI_RS00925	DESeq2_75C_pH_3_5_stat	0.81	4.75357159121654e-05	asRNA_83	-1.17	0.626214019505972
SACI_RS00925	DESeq2_80C_pH_1_6_log	0.45	0.02538428198969	asRNA_83	1.13	0.613871608260004
SACI_RS00925	DESeq2_80C_pH_1_6_stat	1.35	1.0163555709953099e-11	asRNA_83	-0.21	0.930909569096655
SACI_RS00925	DESeq2_80C_pH_2_4_log	0.48	0.0153161853346963	asRNA_83	-1.71	0.476478542290339
SACI_RS00925	DESeq2_80C_pH_2_4_stat	0.58	0.0038651979316199	asRNA_83	-1.05	0.662771357092321
SACI_RS00925	DESeq2_80C_pH_3_5_log	0.79	8.5174382399677e-05	asRNA_83	-1.22	0.609865777174867
SACI_RS00925	DESeq2_80C_pH_3_5_stat	1.08	6.12709587171964e-08	asRNA_83	-1.14	0.633064156939671
SACI_RS00925	DESeq2_RS0060KO_early	-0.16	0.215637560898837	asRNA_83	0.37	0.752963346964603
SACI_RS00925	DESeq2_RS0060KO_late	-0.16	0.216782523409811	asRNA_83	2.35	0.163136509451863
SACI_RS00925	DESeq2_RS0575KO_early	0.02	0.886411722218889	asRNA_83	-0.24	0.845231003943753
SACI_RS00925	DESeq2_RS0575KO_late	-0.05	0.707040285097496	asRNA_83	2.77	0.0971976993654594
SACI_RS00925	DESeq2_RS0730KO_early	0.71	5.42402601255529e-09	asRNA_83	1.02	0.343054096746407
SACI_RS00925	DESeq2_RS0730KO_late	-0.06	0.675411476994437	asRNA_83	2.07	0.24769400238579
SACI_RS00925	DESeq2_RS2625KO_early	0.33	0.0079028282400912	asRNA_83	0.83	0.468367259381378
SACI_RS00925	DESeq2_RS2625KO_late	-0.08	0.549734294129893	asRNA_83	2.78	0.0938562646742419
SACI_RS00925	DESeq2_dKO_early	-0.1	0.420598323788703	asRNA_83	-0.64	0.62357288516468
SACI_RS00925	DESeq2_dKO_late	0.21	0.109765544955826	asRNA_83	2.57	0.127312259580686
SACI_RS00925	DESeq2_post-starvation-030min	0.56	0.0001686830630388	asRNA_83	0.51	0.182661304166055
SACI_RS00925	DESeq2_post-starvation-060min	0.37	0.0128130469331563	asRNA_83	0.14	0.719558208459939
SACI_RS00925	DESeq2_post-starvation-090min	0.1	0.488242964261862	asRNA_83	-0.31	0.463281740787068
SACI_RS00925	DESeq2_post-starvation-120min	0.1	0.52292598737365	asRNA_83	-0.07	0.865598658474492
SACI_RS00925	DESeq2_post-starvation-240min	0.38	0.0108077177294456	asRNA_83	-0.41	0.352845644231558
SACI_RS00980	DESeq2-t15-Sacidocaldarius-HS	-0.59	2.02852937416493e-05	asRNA_85	-0.68	0.0532833065789158
SACI_RS00980	DESeq2-t30-Sacidocaldarius-HS	-1.98	6.63948129514373e-46	asRNA_85	-0.84	0.0224662343103783
SACI_RS00980	DESeq2-t60-Sacidocaldarius-HS	-3.77	3.94311443425334e-156	asRNA_85	-0.31	0.358382815875983
SACI_RS00980	DESeq2_65C_pH_1_6_log	-0.61	0.0581928276850173	asRNA_85	-0.0	0.995275028341263
SACI_RS00980	DESeq2_65C_pH_1_6_stat	0.14	0.766698608444859	asRNA_85	1.4	0.199790747515841
SACI_RS00980	DESeq2_65C_pH_2_4_log	-0.35	0.329527799568288	asRNA_85	0.6	0.509047652191464
SACI_RS00980	DESeq2_65C_pH_2_4_stat	-1.27	0.000435912446314	asRNA_85	1.89	0.0307004573219814
SACI_RS00980	DESeq2_65C_pH_3_5_log	-0.23	0.638538723989467	asRNA_85	1.37	0.230212502524973
SACI_RS00980	DESeq2_65C_pH_3_5_stat	0.59	0.100798565087333	asRNA_85	2.42	0.0054197581607483
SACI_RS00980	DESeq2_75C_pH_1_6_log	-0.45	0.210583549122303	asRNA_85	0.0	0.998349253257198
SACI_RS00980	DESeq2_75C_pH_1_6_stat	-0.5	0.162600584015693	asRNA_85	1.0	0.277614821650934
SACI_RS00980	DESeq2_75C_pH_2_4_stat	0.42	0.246948541533152	asRNA_85	0.76	0.417635983685602
SACI_RS00980	DESeq2_75C_pH_3_5_log	0.37	0.438739959738307	asRNA_85	0.25	0.833335989706788
SACI_RS00980	DESeq2_75C_pH_3_5_stat	-0.0	0.999530376797487	asRNA_85	1.44	0.112341827039214
SACI_RS00980	DESeq2_80C_pH_1_6_log	-0.83	0.0206095008246702	asRNA_85	0.7	0.450018924758545
SACI_RS00980	DESeq2_80C_pH_1_6_stat	-2.01	3.44773855538082e-08	asRNA_85	1.39	0.124255064537973
SACI_RS00980	DESeq2_80C_pH_2_4_log	-0.79	0.0286845904324366	asRNA_85	1.02	0.256391859337801
SACI_RS00980	DESeq2_80C_pH_2_4_stat	0.38	0.285394338983982	asRNA_85	-0.06	0.955952499331066
SACI_RS00980	DESeq2_80C_pH_3_5_log	-0.19	0.594597956875947	asRNA_85	0.25	0.795676321436877
SACI_RS00980	DESeq2_80C_pH_3_5_stat	0.03	0.931748790479575	asRNA_85	0.63	0.505449380842851
SACI_RS00980	DESeq2_RS0060KO_early	-0.26	0.2797575423356	asRNA_85	0.16	0.588707735199982
SACI_RS00980	DESeq2_RS0060KO_late	-0.24	0.307030105495387	asRNA_85	1.29	0.000111267934422
SACI_RS00980	DESeq2_RS0575KO_early	-0.01	0.953237258439793	asRNA_85	-0.84	0.0073670056718422
SACI_RS00980	DESeq2_RS0575KO_late	-0.47	0.0433840190607453	asRNA_85	1.33	8.09443272409116e-05
SACI_RS00980	DESeq2_RS0730KO_early	-0.99	2.62233329208222e-05	asRNA_85	0.1	0.730577738223576
SACI_RS00980	DESeq2_RS0730KO_late	-0.24	0.303140244663124	asRNA_85	0.19	0.621227537058041
SACI_RS00980	DESeq2_RS2625KO_early	-0.34	0.148590317754926	asRNA_85	-0.15	0.612492730126361
SACI_RS00980	DESeq2_RS2625KO_late	-0.87	0.0001890548075478	asRNA_85	0.7	0.0410313412063931
SACI_RS00980	DESeq2_dKO_early	-0.53	0.0256162004137296	asRNA_85	-1.44	1.49805760607433e-05
SACI_RS00980	DESeq2_dKO_late	-0.25	0.284915054487094	asRNA_85	1.27	0.0001670274107024
SACI_RS00980	DESeq2_post-starvation-030min	1.11	0.0003213149661897	asRNA_85	1.28	3.15458897197416e-08
SACI_RS00980	DESeq2_post-starvation-060min	0.51	0.103077108311563	asRNA_85	1.1	2.69373402647584e-06
SACI_RS00980	DESeq2_post-starvation-090min	0.76	0.0137031215640261	asRNA_85	0.95	5.68612937800654e-05
SACI_RS00980	DESeq2_post-starvation-120min	0.92	0.0029761873733269	asRNA_85	0.69	0.0036302094382383
SACI_RS00980	DESeq2_post-starvation-240min	-0.15	0.636313503700117	asRNA_85	0.53	0.0282889300167289
SACI_RS01010	DESeq2-t15-Sacidocaldarius-HS	1.07	3.5182182239925597e-29	asRNA_86	0.08	0.72854275747952
SACI_RS01010	DESeq2-t30-Sacidocaldarius-HS	1.1	1.4894512695947398e-30	asRNA_86	-0.05	0.819344390159331
SACI_RS01010	DESeq2-t60-Sacidocaldarius-HS	1.54	5.1951983969649206e-58	asRNA_86	-0.14	0.561359791063321
SACI_RS01010	DESeq2_65C_pH_1_6_log	2.08	7.513439610324591e-20	asRNA_86	0.95	0.139532680694724
SACI_RS01010	DESeq2_65C_pH_1_6_stat	0.05	0.878309010124578	asRNA_86	1.71	0.0277237919665761
SACI_RS01010	DESeq2_65C_pH_2_4_log	1.03	5.33719097387128e-05	asRNA_86	1.19	0.058389691096109
SACI_RS01010	DESeq2_65C_pH_2_4_stat	1.1	1.55965044518898e-05	asRNA_86	0.78	0.224283714062181
